Date,State,Population,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients
7/1/2021,Alaska,738432,2,1635,19,10
7/2/2021,Alaska,738432,2,1637,23,9
7/3/2021,Alaska,738432,2,1639,22,7
7/4/2021,Alaska,738432,5,1644,23,6
7/5/2021,Alaska,738432,1,1645,26,8
7/6/2021,Alaska,738432,4,1649,21,7
7/7/2021,Alaska,738432,3,1652,29,7
7/8/2021,Alaska,738432,3,1655,32,6
7/9/2021,Alaska,738432,6,1661,34,6
7/10/2021,Alaska,738432,8,1669,38,10
7/11/2021,Alaska,738432,3,1672,45,12
7/12/2021,Alaska,738432,5,1677,41,10
7/13/2021,Alaska,738432,5,1682,55,12
7/14/2021,Alaska,738432,5,1687,55,13
7/15/2021,Alaska,738432,6,1693,58,16
7/16/2021,Alaska,738432,6,1699,62,16
7/17/2021,Alaska,738432,5,1704,59,16
7/18/2021,Alaska,738432,6,1710,60,18
7/19/2021,Alaska,738432,5,1715,64,18
7/20/2021,Alaska,738432,5,1720,74,20
7/21/2021,Alaska,738432,7,1727,69,19
7/22/2021,Alaska,738432,10,1737,82,19
7/23/2021,Alaska,738432,5,1742,93,22
7/24/2021,Alaska,738432,5,1747,98,23
7/25/2021,Alaska,738432,7,1754,96,21
7/26/2021,Alaska,738432,4,1758,96,23
7/27/2021,Alaska,738432,7,1765,96,21
7/28/2021,Alaska,738432,12,1777,102,23
7/29/2021,Alaska,738432,11,1788,108,26
7/30/2021,Alaska,738432,6,1794,107,29
7/31/2021,Alaska,738432,5,1799,105,29
8/1/2021,Alaska,738432,12,1811,106,30
8/2/2021,Alaska,738432,7,1818,99,29
8/3/2021,Alaska,738432,10,1828,103,28
8/4/2021,Alaska,738432,10,1838,102,24
8/5/2021,Alaska,738432,6,1844,102,27
8/6/2021,Alaska,738432,11,1855,98,26
8/7/2021,Alaska,738432,7,1862,98,23
8/8/2021,Alaska,738432,5,1867,103,23
8/9/2021,Alaska,738432,9,1876,119,19
8/10/2021,Alaska,738432,7,1883,123,18
8/11/2021,Alaska,738432,9,1892,127,19
8/12/2021,Alaska,738432,7,1899,118,27
8/13/2021,Alaska,738432,11,1910,114,27
8/14/2021,Alaska,738432,3,1913,116,25
8/15/2021,Alaska,738432,13,1926,129,26
8/16/2021,Alaska,738432,13,1939,129,28
8/17/2021,Alaska,738432,17,1956,124,30
8/18/2021,Alaska,738432,13,1969,122,33
8/19/2021,Alaska,738432,4,1973,125,32
8/20/2021,Alaska,738432,18,1991,137,36
8/21/2021,Alaska,738432,3,1994,132,35
8/22/2021,Alaska,738432,3,1997,125,35
8/23/2021,Alaska,738432,16,2013,126,34
8/24/2021,Alaska,738432,12,2025,131,39
8/25/2021,Alaska,738432,12,2037,126,35
8/26/2021,Alaska,738432,12,2049,146,37
8/27/2021,Alaska,738432,14,2063,151,41
8/28/2021,Alaska,738432,6,2069,151,38
8/29/2021,Alaska,738432,3,2072,150,37
8/30/2021,Alaska,738432,15,2087,150,34
8/31/2021,Alaska,738432,17,2104,170,42
9/1/2021,Alaska,738432,12,2116,169,40
9/2/2021,Alaska,738432,22,2138,165,36
9/3/2021,Alaska,738432,19,2157,166,36
9/4/2021,Alaska,738432,6,2163,169,34
9/5/2021,Alaska,738432,12,2175,173,33
9/6/2021,Alaska,738432,12,2187,182,37
9/7/2021,Alaska,738432,28,2215,197,34
9/8/2021,Alaska,738432,22,2237,207,37
9/9/2021,Alaska,738432,16,2253,204,37
9/10/2021,Alaska,738432,8,2261,198,43
9/11/2021,Alaska,738432,7,2268,207,50
9/12/2021,Alaska,738432,3,2271,198,49
9/13/2021,Alaska,738432,29,2300,194,53
9/14/2021,Alaska,738432,22,2322,201,52
9/15/2021,Alaska,738432,18,2340,207,51
9/16/2021,Alaska,738432,31,2371,211,49
9/17/2021,Alaska,738432,20,2391,214,53
9/18/2021,Alaska,738432,14,2405,202,50
9/19/2021,Alaska,738432,13,2418,209,46
9/20/2021,Alaska,738432,22,2440,192,46
9/21/2021,Alaska,738432,37,2477,207,46
9/22/2021,Alaska,738432,25,2502,208,44
9/23/2021,Alaska,738432,18,2520,221,47
9/24/2021,Alaska,738432,24,2544,218,48
9/25/2021,Alaska,738432,12,2556,223,49
9/26/2021,Alaska,738432,15,2571,207,44
9/27/2021,Alaska,738432,4,2575,207,47
9/28/2021,Alaska,738432,13,2588,208,45
9/29/2021,Alaska,738432,14,2602,204,45
9/30/2021,Alaska,738432,11,2613,196,43
10/1/2021,Alaska,738432,14,2627,213,41
10/2/2021,Alaska,738432,9,2636,213,40
10/3/2021,Alaska,738432,11,2647,211,41
10/4/2021,Alaska,738432,7,2654,190,38
10/5/2021,Alaska,738432,15,2669,181,36
10/6/2021,Alaska,738432,13,2682,186,29
10/7/2021,Alaska,738432,11,2693,184,37
10/8/2021,Alaska,738432,17,2710,187,37
10/9/2021,Alaska,738432,15,2725,177,35
10/10/2021,Alaska,738432,16,2741,188,29
10/11/2021,Alaska,738432,10,2751,188,30
10/12/2021,Alaska,738432,20,2771,197,32
10/13/2021,Alaska,738432,24,2795,210,35
10/14/2021,Alaska,738432,15,2810,204,32
10/15/2021,Alaska,738432,10,2820,210,33
10/16/2021,Alaska,738432,14,2834,210,38
10/17/2021,Alaska,738432,8,2842,211,38
10/18/2021,Alaska,738432,8,2850,210,39
10/19/2021,Alaska,738432,11,2861,201,41
10/20/2021,Alaska,738432,20,2881,237,43
10/21/2021,Alaska,738432,18,2899,228,44
10/22/2021,Alaska,738432,7,2906,233,46
10/23/2021,Alaska,738432,14,2920,235,50
10/24/2021,Alaska,738432,14,2934,244,49
10/25/2021,Alaska,738432,17,2951,230,50
10/26/2021,Alaska,738432,11,2962,231,48
10/27/2021,Alaska,738432,5,2967,233,50
10/28/2021,Alaska,738432,12,2979,231,47
10/29/2021,Alaska,738432,9,2988,215,42
10/30/2021,Alaska,738432,6,2994,192,43
10/31/2021,Alaska,738432,2,2996,199,44
11/1/2021,Alaska,738432,8,3004,188,47
11/2/2021,Alaska,738432,5,3009,179,40
11/3/2021,Alaska,738432,5,3014,168,37
11/4/2021,Alaska,738432,15,3029,158,38
11/5/2021,Alaska,738432,6,3035,149,32
11/6/2021,Alaska,738432,13,3048,140,29
11/7/2021,Alaska,738432,5,3053,140,26
11/8/2021,Alaska,738432,8,3061,128,33
11/9/2021,Alaska,738432,10,3071,135,33
11/10/2021,Alaska,738432,6,3077,146,32
11/11/2021,Alaska,738432,7,3084,132,26
11/12/2021,Alaska,738432,9,3093,147,31
11/13/2021,Alaska,738432,4,3097,144,31
11/14/2021,Alaska,738432,10,3107,152,32
11/15/2021,Alaska,738432,5,3112,140,24
11/16/2021,Alaska,738432,8,3120,143,27
11/17/2021,Alaska,738432,6,3126,139,26
11/18/2021,Alaska,738432,9,3135,136,27
11/19/2021,Alaska,738432,5,3140,123,26
11/20/2021,Alaska,738432,5,3145,105,28
11/21/2021,Alaska,738432,4,3149,103,26
11/22/2021,Alaska,738432,3,3152,95,26
11/23/2021,Alaska,738432,6,3158,90,19
11/24/2021,Alaska,738432,12,3170,91,16
11/25/2021,Alaska,738432,5,3175,87,14
11/26/2021,Alaska,738432,7,3182,78,15
11/27/2021,Alaska,738432,3,3185,80,14
11/28/2021,Alaska,738432,4,3189,78,15
11/29/2021,Alaska,738432,2,3191,78,18
11/30/2021,Alaska,738432,1,3192,71,17
12/1/2021,Alaska,738432,8,3200,72,22
12/2/2021,Alaska,738432,7,3207,72,20
12/3/2021,Alaska,738432,3,3210,73,22
12/4/2021,Alaska,738432,1,3211,74,23
12/5/2021,Alaska,738432,4,3215,79,21
12/6/2021,Alaska,738432,6,3221,78,18
12/7/2021,Alaska,738432,5,3226,81,14
12/8/2021,Alaska,738432,4,3230,83,20
12/9/2021,Alaska,738432,5,3235,73,15
12/10/2021,Alaska,738432,1,3236,73,12
12/11/2021,Alaska,738432,2,3238,66,10
12/12/2021,Alaska,738432,3,3241,63,9
12/13/2021,Alaska,738432,1,3242,63,12
12/14/2021,Alaska,738432,5,3247,70,15
12/15/2021,Alaska,738432,8,3255,65,17
12/16/2021,Alaska,738432,7,3262,56,16
12/17/2021,Alaska,738432,6,3268,60,18
12/18/2021,Alaska,738432,4,3272,66,17
12/19/2021,Alaska,738432,1,3273,67,18
12/20/2021,Alaska,738432,6,3279,64,16
12/21/2021,Alaska,738432,1,3280,55,15
12/22/2021,Alaska,738432,2,3282,55,12
12/23/2021,Alaska,738432,3,3285,53,12
12/24/2021,Alaska,738432,3,3288,52,12
12/25/2021,Alaska,738432,1,3289,51,15
12/26/2021,Alaska,738432,4,3293,54,15
12/27/2021,Alaska,738432,1,3294,47,11
12/28/2021,Alaska,738432,4,3298,55,11
12/29/2021,Alaska,738432,5,3303,58,14
12/30/2021,Alaska,738432,4,3307,53,13
12/31/2021,Alaska,738432,1,3308,50,13
1/1/2022,Alaska,738432,0,3308,50,12
1/2/2022,Alaska,738432,2,3310,54,15
1/3/2022,Alaska,738432,3,3313,58,15
1/4/2022,Alaska,738432,4,3317,61,15
1/5/2022,Alaska,738432,5,3322,62,14
1/6/2022,Alaska,738432,3,3325,75,16
1/7/2022,Alaska,738432,6,3331,80,15
1/8/2022,Alaska,738432,7,3338,83,13
1/9/2022,Alaska,738432,5,3343,85,14
1/10/2022,Alaska,738432,8,3351,77,10
1/11/2022,Alaska,738432,6,3357,88,13
1/12/2022,Alaska,738432,3,3360,112,11
1/13/2022,Alaska,738432,3,3363,103,10
1/14/2022,Alaska,738432,4,3367,97,10
1/15/2022,Alaska,738432,2,3369,114,13
1/16/2022,Alaska,738432,2,3371,117,12
1/17/2022,Alaska,738432,1,3372,99,12
1/18/2022,Alaska,738432,1,3373,108,14
1/19/2022,Alaska,738432,29,5666,131,14
1/20/2022,Alaska,738432,25,5691,140,17
1/21/2022,Alaska,738432,28,5719,149,14
1/22/2022,Alaska,738432,22,5741,149,16
1/23/2022,Alaska,738432,18,5759,139,21
1/24/2022,Alaska,738432,21,5780,140,16
1/25/2022,Alaska,738432,21,5801,160,17
1/26/2022,Alaska,738432,26,5827,179,17
1/27/2022,Alaska,738432,25,5852,187,22
1/28/2022,Alaska,738432,25,5877,181,26
1/29/2022,Alaska,738432,27,5904,179,22
1/30/2022,Alaska,738432,11,5915,146,19
1/31/2022,Alaska,738432,18,5933,153,19
2/1/2022,Alaska,738432,21,5954,150,18
2/2/2022,Alaska,738432,16,5970,177,20
2/3/2022,Alaska,738432,15,5985,155,20
2/4/2022,Alaska,738432,12,5997,150,17
2/5/2022,Alaska,738432,23,6020,154,17
2/6/2022,Alaska,738432,19,6039,160,21
2/7/2022,Alaska,738432,17,6056,129,24
2/8/2022,Alaska,738432,14,6070,119,21
2/9/2022,Alaska,738432,14,6084,119,21
7/1/2021,Alabama,5024279,44,52517,212,73
7/2/2021,Alabama,5024279,281,52798,574,442
7/3/2021,Alabama,5024279,40,52838,210,77
7/4/2021,Alabama,5024279,41,52879,232,75
7/5/2021,Alabama,5024279,44,52923,219,82
7/6/2021,Alabama,5024279,46,52969,235,82
7/7/2021,Alabama,5024279,49,53018,264,90
7/8/2021,Alabama,5024279,39,53057,263,91
7/9/2021,Alabama,5024279,45,53102,259,91
7/10/2021,Alabama,5024279,50,53152,277,93
7/11/2021,Alabama,5024279,45,53197,275,112
7/12/2021,Alabama,5024279,50,53247,291,114
7/13/2021,Alabama,5024279,67,53314,322,125
7/14/2021,Alabama,5024279,80,53394,351,133
7/15/2021,Alabama,5024279,74,53468,383,137
7/16/2021,Alabama,5024279,93,53561,403,132
7/17/2021,Alabama,5024279,95,53656,449,134
7/18/2021,Alabama,5024279,97,53753,470,156
7/19/2021,Alabama,5024279,118,53871,505,164
7/20/2021,Alabama,5024279,158,54029,560,182
7/21/2021,Alabama,5024279,155,54184,616,200
7/22/2021,Alabama,5024279,173,54357,670,205
7/23/2021,Alabama,5024279,185,54542,747,220
7/24/2021,Alabama,5024279,198,54740,812,233
7/25/2021,Alabama,5024279,201,54941,900,251
7/26/2021,Alabama,5024279,215,55156,976,279
7/27/2021,Alabama,5024279,262,55418,1116,289
7/28/2021,Alabama,5024279,278,55696,1198,313
7/29/2021,Alabama,5024279,279,55975,1298,351
7/30/2021,Alabama,5024279,276,56251,1364,364
7/31/2021,Alabama,5024279,288,56539,1419,401
8/1/2021,Alabama,5024279,274,56813,1483,431
8/2/2021,Alabama,5024279,242,57055,1619,447
8/3/2021,Alabama,5024279,324,57379,1726,484
8/4/2021,Alabama,5024279,299,57678,1843,514
8/5/2021,Alabama,5024279,284,57962,1890,547
8/6/2021,Alabama,5024279,317,58279,1982,551
8/7/2021,Alabama,5024279,332,58611,2045,564
8/8/2021,Alabama,5024279,320,58931,2133,595
8/9/2021,Alabama,5024279,309,59240,2207,635
8/10/2021,Alabama,5024279,392,59632,2300,645
8/11/2021,Alabama,5024279,401,60033,2419,674
8/12/2021,Alabama,5024279,414,60447,2488,697
8/13/2021,Alabama,5024279,385,60832,2515,699
8/14/2021,Alabama,5024279,345,61177,2513,724
8/15/2021,Alabama,5024279,357,61534,2616,755
8/16/2021,Alabama,5024279,349,61883,2696,762
8/17/2021,Alabama,5024279,400,62283,2799,813
8/18/2021,Alabama,5024279,363,62646,2801,824
8/19/2021,Alabama,5024279,387,63033,2812,808
8/20/2021,Alabama,5024279,372,63405,2760,821
8/21/2021,Alabama,5024279,369,63774,2762,838
8/22/2021,Alabama,5024279,342,64116,2769,825
8/23/2021,Alabama,5024279,323,64439,2819,855
8/24/2021,Alabama,5024279,377,64816,2827,858
8/25/2021,Alabama,5024279,379,65195,2910,845
8/26/2021,Alabama,5024279,390,65585,2911,864
8/27/2021,Alabama,5024279,397,65982,2957,869
8/28/2021,Alabama,5024279,334,66316,2918,869
8/29/2021,Alabama,5024279,336,66652,2936,895
8/30/2021,Alabama,5024279,398,67050,2988,906
8/31/2021,Alabama,5024279,401,67451,2952,888
9/1/2021,Alabama,5024279,358,67809,2969,894
9/2/2021,Alabama,5024279,415,68224,2933,881
9/3/2021,Alabama,5024279,350,68574,2878,877
9/4/2021,Alabama,5024279,428,69002,2843,882
9/5/2021,Alabama,5024279,323,69325,2831,852
9/6/2021,Alabama,5024279,351,69676,2865,826
9/7/2021,Alabama,5024279,308,69984,2884,843
9/8/2021,Alabama,5024279,372,70356,2773,857
9/9/2021,Alabama,5024279,365,70721,2772,831
9/10/2021,Alabama,5024279,351,71072,2718,819
9/11/2021,Alabama,5024279,295,71367,2602,770
9/12/2021,Alabama,5024279,310,71677,2591,757
9/13/2021,Alabama,5024279,237,71914,2568,783
9/14/2021,Alabama,5024279,313,72227,2494,772
9/15/2021,Alabama,5024279,284,72511,2424,767
9/16/2021,Alabama,5024279,263,72774,2317,739
9/17/2021,Alabama,5024279,241,73015,2257,732
9/18/2021,Alabama,5024279,203,73218,2152,699
9/19/2021,Alabama,5024279,168,73386,2074,693
9/20/2021,Alabama,5024279,174,73560,2033,684
9/21/2021,Alabama,5024279,202,73762,1911,651
9/22/2021,Alabama,5024279,197,73959,1844,646
9/23/2021,Alabama,5024279,177,74136,1813,598
9/24/2021,Alabama,5024279,141,74277,1756,591
9/25/2021,Alabama,5024279,149,74426,1642,564
9/26/2021,Alabama,5024279,116,74542,1639,579
9/27/2021,Alabama,5024279,114,74656,1612,556
9/28/2021,Alabama,5024279,158,74814,1548,548
9/29/2021,Alabama,5024279,132,74946,1452,511
9/30/2021,Alabama,5024279,135,75081,1392,491
10/1/2021,Alabama,5024279,111,75192,1301,471
10/2/2021,Alabama,5024279,89,75281,1217,452
10/3/2021,Alabama,5024279,98,75379,1227,453
10/4/2021,Alabama,5024279,96,75475,1211,431
10/5/2021,Alabama,5024279,130,75605,1204,418
10/6/2021,Alabama,5024279,103,75708,1141,402
10/7/2021,Alabama,5024279,114,75822,1093,394
10/8/2021,Alabama,5024279,101,75923,1036,369
10/9/2021,Alabama,5024279,96,76019,982,370
10/10/2021,Alabama,5024279,101,76120,988,361
10/11/2021,Alabama,5024279,75,76195,977,358
10/12/2021,Alabama,5024279,92,76287,919,331
10/13/2021,Alabama,5024279,80,76367,857,299
10/14/2021,Alabama,5024279,85,76452,837,286
10/15/2021,Alabama,5024279,69,76521,778,267
10/16/2021,Alabama,5024279,79,76600,756,266
10/17/2021,Alabama,5024279,74,76674,740,270
10/18/2021,Alabama,5024279,66,76740,742,257
10/19/2021,Alabama,5024279,65,76805,703,237
10/20/2021,Alabama,5024279,76,76881,671,208
10/21/2021,Alabama,5024279,69,76950,625,195
10/22/2021,Alabama,5024279,61,77011,594,186
10/23/2021,Alabama,5024279,43,77054,553,180
10/24/2021,Alabama,5024279,47,77101,559,179
10/25/2021,Alabama,5024279,61,77162,554,180
10/26/2021,Alabama,5024279,59,77221,545,173
10/27/2021,Alabama,5024279,58,77279,536,173
10/28/2021,Alabama,5024279,74,77353,524,170
10/29/2021,Alabama,5024279,46,77399,483,159
10/30/2021,Alabama,5024279,43,77442,472,157
10/31/2021,Alabama,5024279,47,77489,469,155
11/1/2021,Alabama,5024279,39,77528,472,158
11/2/2021,Alabama,5024279,43,77571,455,153
11/3/2021,Alabama,5024279,38,77609,434,147
11/4/2021,Alabama,5024279,40,77649,412,151
11/5/2021,Alabama,5024279,46,77695,398,132
11/6/2021,Alabama,5024279,40,77735,376,131
11/7/2021,Alabama,5024279,38,77773,369,133
11/8/2021,Alabama,5024279,40,77813,361,122
11/9/2021,Alabama,5024279,43,77856,360,122
11/10/2021,Alabama,5024279,36,77892,327,112
11/11/2021,Alabama,5024279,49,77941,320,107
11/12/2021,Alabama,5024279,43,77984,312,105
11/13/2021,Alabama,5024279,48,78032,303,100
11/14/2021,Alabama,5024279,34,78066,304,100
11/15/2021,Alabama,5024279,34,78100,320,111
11/16/2021,Alabama,5024279,43,78143,323,118
11/17/2021,Alabama,5024279,40,78183,341,112
11/18/2021,Alabama,5024279,42,78225,339,95
11/19/2021,Alabama,5024279,47,78272,331,101
11/20/2021,Alabama,5024279,33,78305,319,105
11/21/2021,Alabama,5024279,27,78332,319,109
11/22/2021,Alabama,5024279,35,78367,325,110
11/23/2021,Alabama,5024279,43,78410,326,112
11/24/2021,Alabama,5024279,40,78450,323,110
11/25/2021,Alabama,5024279,41,78491,298,114
11/26/2021,Alabama,5024279,37,78528,301,117
11/27/2021,Alabama,5024279,37,78565,311,125
11/28/2021,Alabama,5024279,34,78599,320,120
11/29/2021,Alabama,5024279,49,78648,332,117
11/30/2021,Alabama,5024279,56,78704,348,125
12/1/2021,Alabama,5024279,55,78759,359,125
12/2/2021,Alabama,5024279,57,78816,356,115
12/3/2021,Alabama,5024279,40,78856,362,108
12/4/2021,Alabama,5024279,49,78905,334,99
12/5/2021,Alabama,5024279,36,78941,346,97
12/6/2021,Alabama,5024279,46,78987,367,108
12/7/2021,Alabama,5024279,49,79036,364,111
12/8/2021,Alabama,5024279,54,79090,357,109
12/9/2021,Alabama,5024279,47,79137,356,105
12/10/2021,Alabama,5024279,48,79185,353,114
12/11/2021,Alabama,5024279,47,79232,367,124
12/12/2021,Alabama,5024279,50,79282,365,122
12/13/2021,Alabama,5024279,40,79322,376,126
12/14/2021,Alabama,5024279,54,79376,384,132
12/15/2021,Alabama,5024279,59,79435,397,130
12/16/2021,Alabama,5024279,57,79492,390,118
12/17/2021,Alabama,5024279,54,79546,399,124
12/18/2021,Alabama,5024279,41,79587,385,130
12/19/2021,Alabama,5024279,58,79645,403,125
12/20/2021,Alabama,5024279,53,79698,414,130
12/21/2021,Alabama,5024279,67,79765,436,126
12/22/2021,Alabama,5024279,75,79840,453,135
12/23/2021,Alabama,5024279,85,79925,459,133
12/24/2021,Alabama,5024279,76,80001,463,143
12/25/2021,Alabama,5024279,79,80080,459,143
12/26/2021,Alabama,5024279,64,80144,508,145
12/27/2021,Alabama,5024279,96,80240,553,159
12/28/2021,Alabama,5024279,146,80386,635,158
12/29/2021,Alabama,5024279,163,80549,746,172
12/30/2021,Alabama,5024279,167,80716,824,176
12/31/2021,Alabama,5024279,218,80934,897,183
1/1/2022,Alabama,5024279,173,81107,962,194
1/2/2022,Alabama,5024279,191,81298,1042,200
1/3/2022,Alabama,5024279,206,81504,1156,217
1/4/2022,Alabama,5024279,238,81742,1298,235
1/5/2022,Alabama,5024279,288,82030,1385,268
1/6/2022,Alabama,5024279,304,82334,1533,278
1/7/2022,Alabama,5024279,318,82652,1597,313
1/8/2022,Alabama,5024279,290,82942,1692,327
1/9/2022,Alabama,5024279,244,83186,1760,360
1/10/2022,Alabama,5024279,319,83505,1924,389
1/11/2022,Alabama,5024279,311,83816,2001,404
1/12/2022,Alabama,5024279,383,84199,2124,411
1/13/2022,Alabama,5024279,380,84579,2204,416
1/14/2022,Alabama,5024279,392,84971,2326,433
1/15/2022,Alabama,5024279,389,85360,2362,437
1/16/2022,Alabama,5024279,304,85664,2415,465
1/17/2022,Alabama,5024279,311,85975,2523,490
1/18/2022,Alabama,5024279,452,86427,2686,511
1/19/2022,Alabama,5024279,421,86848,2763,516
1/20/2022,Alabama,5024279,474,87322,2870,530
1/21/2022,Alabama,5024279,450,87772,2872,540
1/22/2022,Alabama,5024279,350,88122,2837,547
1/23/2022,Alabama,5024279,379,88501,2912,559
1/24/2022,Alabama,5024279,372,88873,3019,575
1/25/2022,Alabama,5024279,474,89347,3120,604
1/26/2022,Alabama,5024279,450,89797,3095,591
1/27/2022,Alabama,5024279,448,90245,3070,575
1/28/2022,Alabama,5024279,457,90702,3077,591
1/29/2022,Alabama,5024279,412,91114,2907,598
1/30/2022,Alabama,5024279,361,91475,2908,590
1/31/2022,Alabama,5024279,314,91789,2980,603
2/1/2022,Alabama,5024279,371,92160,2865,586
2/2/2022,Alabama,5024279,369,92529,2809,575
2/3/2022,Alabama,5024279,348,92877,2751,582
2/4/2022,Alabama,5024279,315,93192,2692,555
2/5/2022,Alabama,5024279,265,93457,2553,543
2/6/2022,Alabama,5024279,259,93716,2507,559
2/7/2022,Alabama,5024279,227,93943,2474,556
2/8/2022,Alabama,5024279,257,94200,2331,531
2/9/2022,Alabama,5024279,257,94457,2331,531
7/1/2021,Arkansas,2978204,71,27060,329,140
7/2/2021,Arkansas,2978204,65,27125,338,153
7/3/2021,Arkansas,2978204,70,27195,340,153
7/4/2021,Arkansas,2978204,57,27252,344,151
7/5/2021,Arkansas,2978204,55,27307,349,138
7/6/2021,Arkansas,2978204,81,27388,404,165
7/7/2021,Arkansas,2978204,103,27491,432,170
7/8/2021,Arkansas,2978204,113,27604,465,176
7/9/2021,Arkansas,2978204,108,27712,486,173
7/10/2021,Arkansas,2978204,125,27837,511,174
7/11/2021,Arkansas,2978204,87,27924,526,188
7/12/2021,Arkansas,2978204,98,28022,541,197
7/13/2021,Arkansas,2978204,106,28128,585,217
7/14/2021,Arkansas,2978204,108,28236,619,230
7/15/2021,Arkansas,2978204,133,28369,648,230
7/16/2021,Arkansas,2978204,112,28481,658,227
7/17/2021,Arkansas,2978204,115,28596,676,249
7/18/2021,Arkansas,2978204,107,28703,683,247
7/19/2021,Arkansas,2978204,102,28805,713,262
7/20/2021,Arkansas,2978204,154,28959,755,267
7/21/2021,Arkansas,2978204,138,29097,797,285
7/22/2021,Arkansas,2978204,149,29246,837,299
7/23/2021,Arkansas,2978204,149,29395,842,297
7/24/2021,Arkansas,2978204,149,29544,862,313
7/25/2021,Arkansas,2978204,131,29675,883,312
7/26/2021,Arkansas,2978204,143,29818,917,317
7/27/2021,Arkansas,2978204,171,29989,998,327
7/28/2021,Arkansas,2978204,160,30149,1026,331
7/29/2021,Arkansas,2978204,171,30320,1002,343
7/30/2021,Arkansas,2978204,161,30481,1002,355
7/31/2021,Arkansas,2978204,171,30652,1036,368
8/1/2021,Arkansas,2978204,143,30795,1059,384
8/2/2021,Arkansas,2978204,165,30960,1116,377
8/3/2021,Arkansas,2978204,175,31135,1139,390
8/4/2021,Arkansas,2978204,163,31298,1140,401
8/5/2021,Arkansas,2978204,208,31506,1174,406
8/6/2021,Arkansas,2978204,157,31663,1146,402
8/7/2021,Arkansas,2978204,175,31838,1146,400
8/8/2021,Arkansas,2978204,180,32018,1201,414
8/9/2021,Arkansas,2978204,188,32206,1269,436
8/10/2021,Arkansas,2978204,218,32424,1302,437
8/11/2021,Arkansas,2978204,236,32660,1337,431
8/12/2021,Arkansas,2978204,194,32854,1352,453
8/13/2021,Arkansas,2978204,205,33059,1362,455
8/14/2021,Arkansas,2978204,216,33275,1355,451
8/15/2021,Arkansas,2978204,154,33429,1372,464
8/16/2021,Arkansas,2978204,151,33580,1401,478
8/17/2021,Arkansas,2978204,179,33759,1377,466
8/18/2021,Arkansas,2978204,204,33963,1367,474
8/19/2021,Arkansas,2978204,226,34189,1393,488
8/20/2021,Arkansas,2978204,188,34377,1349,486
8/21/2021,Arkansas,2978204,182,34559,1327,493
8/22/2021,Arkansas,2978204,167,34726,1295,487
8/23/2021,Arkansas,2978204,124,34850,1319,500
8/24/2021,Arkansas,2978204,190,35040,1317,486
8/25/2021,Arkansas,2978204,166,35206,1326,481
8/26/2021,Arkansas,2978204,167,35373,1263,469
8/27/2021,Arkansas,2978204,196,35569,1272,459
8/28/2021,Arkansas,2978204,167,35736,1229,466
8/29/2021,Arkansas,2978204,126,35862,1208,477
8/30/2021,Arkansas,2978204,128,35990,1216,475
8/31/2021,Arkansas,2978204,172,36162,1238,467
9/1/2021,Arkansas,2978204,181,36343,1262,448
9/2/2021,Arkansas,2978204,159,36502,1245,478
9/3/2021,Arkansas,2978204,131,36633,1204,459
9/4/2021,Arkansas,2978204,157,36790,1177,438
9/5/2021,Arkansas,2978204,127,36917,1165,446
9/6/2021,Arkansas,2978204,104,37021,1133,438
9/7/2021,Arkansas,2978204,143,37164,1161,457
9/8/2021,Arkansas,2978204,138,37302,1142,418
9/9/2021,Arkansas,2978204,147,37449,1096,419
9/10/2021,Arkansas,2978204,112,37561,1060,399
9/11/2021,Arkansas,2978204,151,37712,1036,392
9/12/2021,Arkansas,2978204,109,37821,1032,374
9/13/2021,Arkansas,2978204,88,37909,1008,369
9/14/2021,Arkansas,2978204,142,38051,1029,374
9/15/2021,Arkansas,2978204,162,38213,1018,381
9/16/2021,Arkansas,2978204,146,38359,993,383
9/17/2021,Arkansas,2978204,114,38473,948,361
9/18/2021,Arkansas,2978204,127,38600,947,346
9/19/2021,Arkansas,2978204,113,38713,935,352
9/20/2021,Arkansas,2978204,100,38813,902,345
9/21/2021,Arkansas,2978204,108,38921,905,339
9/22/2021,Arkansas,2978204,112,39033,887,337
9/23/2021,Arkansas,2978204,113,39146,861,339
9/24/2021,Arkansas,2978204,106,39252,840,328
9/25/2021,Arkansas,2978204,108,39360,779,314
9/26/2021,Arkansas,2978204,82,39442,773,318
9/27/2021,Arkansas,2978204,62,39504,763,299
9/28/2021,Arkansas,2978204,71,39575,752,296
9/29/2021,Arkansas,2978204,92,39667,707,285
9/30/2021,Arkansas,2978204,78,39745,671,276
10/1/2021,Arkansas,2978204,83,39828,653,261
10/2/2021,Arkansas,2978204,76,39904,635,258
10/3/2021,Arkansas,2978204,74,39978,631,266
10/4/2021,Arkansas,2978204,62,40040,638,269
10/5/2021,Arkansas,2978204,67,40107,607,255
10/6/2021,Arkansas,2978204,78,40185,574,236
10/7/2021,Arkansas,2978204,75,40260,547,235
10/8/2021,Arkansas,2978204,81,40341,538,223
10/9/2021,Arkansas,2978204,71,40412,527,221
10/10/2021,Arkansas,2978204,60,40472,522,218
10/11/2021,Arkansas,2978204,49,40521,524,219
10/12/2021,Arkansas,2978204,70,40591,533,216
10/13/2021,Arkansas,2978204,68,40659,527,210
10/14/2021,Arkansas,2978204,58,40717,498,198
10/15/2021,Arkansas,2978204,56,40773,473,203
