Date,State,Population,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients
9/11/2021,Vermont,626042,8,1382,32,11
9/12/2021,Vermont,626042,7,1389,31,9
9/13/2021,Vermont,626042,7,1396,38,10
9/14/2021,Vermont,626042,11,1407,40,11
9/15/2021,Vermont,626042,11,1418,41,11
9/16/2021,Vermont,626042,9,1427,44,12
9/17/2021,Vermont,626042,14,1441,45,14
9/18/2021,Vermont,626042,11,1452,44,15
9/19/2021,Vermont,626042,9,1461,43,13
9/20/2021,Vermont,626042,12,1473,49,16
9/21/2021,Vermont,626042,6,1479,48,20
9/22/2021,Vermont,626042,7,1486,47,15
9/23/2021,Vermont,626042,9,1495,43,16
9/24/2021,Vermont,626042,13,1508,43,17
9/25/2021,Vermont,626042,12,1520,42,15
9/26/2021,Vermont,626042,8,1528,37,8
9/27/2021,Vermont,626042,15,1543,44,15
9/28/2021,Vermont,626042,10,1553,45,13
9/29/2021,Vermont,626042,11,1564,45,13
9/30/2021,Vermont,626042,10,1574,46,11
10/1/2021,Vermont,626042,11,1585,51,11
10/2/2021,Vermont,626042,3,1588,43,13
10/3/2021,Vermont,626042,7,1595,46,12
10/4/2021,Vermont,626042,6,1601,43,15
10/5/2021,Vermont,626042,2,1603,39,15
10/6/2021,Vermont,626042,5,1608,34,12
10/7/2021,Vermont,626042,6,1614,35,8
10/8/2021,Vermont,626042,8,1622,31,9
10/9/2021,Vermont,626042,8,1630,33,10
10/10/2021,Vermont,626042,9,1639,32,11
10/11/2021,Vermont,626042,8,1647,42,13
10/12/2021,Vermont,626042,13,1660,49,17
10/13/2021,Vermont,626042,9,1669,46,16
10/14/2021,Vermont,626042,10,1679,49,21
10/15/2021,Vermont,626042,7,1686,46,14
10/16/2021,Vermont,626042,7,1693,43,14
10/17/2021,Vermont,626042,6,1699,40,13
10/18/2021,Vermont,626042,5,1704,44,13
10/19/2021,Vermont,626042,11,1715,45,18
10/20/2021,Vermont,626042,13,1728,58,20
10/21/2021,Vermont,626042,5,1733,49,18
10/22/2021,Vermont,626042,4,1737,50,12
10/23/2021,Vermont,626042,9,1746,45,13
10/24/2021,Vermont,626042,8,1754,44,10
10/25/2021,Vermont,626042,6,1760,51,16
10/26/2021,Vermont,626042,6,1766,55,17
10/27/2021,Vermont,626042,16,1782,57,16
10/28/2021,Vermont,626042,4,1786,59,17
10/29/2021,Vermont,626042,13,1799,58,17
10/30/2021,Vermont,626042,8,1807,51,16
10/31/2021,Vermont,626042,5,1812,45,10
11/1/2021,Vermont,626042,4,1816,48,10
11/2/2021,Vermont,626042,12,1828,50,16
11/3/2021,Vermont,626042,9,1837,53,18
11/4/2021,Vermont,626042,9,1846,55,20
11/5/2021,Vermont,626042,9,1855,46,16
11/6/2021,Vermont,626042,10,1865,41,14
11/7/2021,Vermont,626042,11,1876,46,16
11/8/2021,Vermont,626042,10,1886,57,20
11/9/2021,Vermont,626042,11,1897,60,20
11/10/2021,Vermont,626042,9,1906,55,18
11/11/2021,Vermont,626042,8,1914,58,15
11/12/2021,Vermont,626042,10,1924,55,13
11/13/2021,Vermont,626042,9,1933,46,13
11/14/2021,Vermont,626042,10,1943,52,9
11/15/2021,Vermont,626042,6,1949,57,19
11/16/2021,Vermont,626042,11,1960,61,18
11/17/2021,Vermont,626042,11,1971,66,19
11/18/2021,Vermont,626042,10,1981,64,15
11/19/2021,Vermont,626042,12,1993,66,17
11/20/2021,Vermont,626042,10,2003,63,15
11/21/2021,Vermont,626042,9,2012,58,13
11/22/2021,Vermont,626042,12,2024,59,18
11/23/2021,Vermont,626042,16,2040,70,17
11/24/2021,Vermont,626042,12,2052,68,20
11/25/2021,Vermont,626042,9,2061,67,20
11/26/2021,Vermont,626042,11,2072,68,22
11/27/2021,Vermont,626042,8,2080,66,21
11/28/2021,Vermont,626042,10,2090,68,22
11/29/2021,Vermont,626042,18,2108,89,23
11/30/2021,Vermont,626042,21,2129,86,20
12/1/2021,Vermont,626042,15,2144,85,22
12/2/2021,Vermont,626042,7,2151,79,23
12/3/2021,Vermont,626042,17,2168,85,22
12/4/2021,Vermont,626042,20,2188,79,21
12/5/2021,Vermont,626042,16,2204,84,22
12/6/2021,Vermont,626042,11,2215,82,25
12/7/2021,Vermont,626042,23,2238,94,32
12/8/2021,Vermont,626042,25,2263,96,29
12/9/2021,Vermont,626042,10,2273,88,24
12/10/2021,Vermont,626042,14,2287,82,25
12/11/2021,Vermont,626042,8,2295,80,23
12/12/2021,Vermont,626042,12,2307,78,21
12/13/2021,Vermont,626042,8,2315,82,21
12/14/2021,Vermont,626042,15,2330,86,24
12/15/2021,Vermont,626042,6,2336,73,22
12/16/2021,Vermont,626042,6,2342,66,21
12/17/2021,Vermont,626042,10,2352,67,21
12/18/2021,Vermont,626042,9,2361,62,19
12/19/2021,Vermont,626042,8,2369,62,20
12/20/2021,Vermont,626042,6,2375,60,21
12/21/2021,Vermont,626042,12,2387,59,19
12/22/2021,Vermont,626042,13,2400,59,19
12/23/2021,Vermont,626042,14,2414,55,18
12/24/2021,Vermont,626042,13,2427,59,16
12/25/2021,Vermont,626042,8,2435,57,15
12/26/2021,Vermont,626042,13,2448,61,15
12/27/2021,Vermont,626042,15,2463,62,15
12/28/2021,Vermont,626042,10,2473,55,15
12/29/2021,Vermont,626042,9,2482,54,18
12/30/2021,Vermont,626042,10,2492,57,19
12/31/2021,Vermont,626042,18,2510,68,22
1/1/2022,Vermont,626042,12,2522,68,17
1/2/2022,Vermont,626042,10,2532,69,15
1/3/2022,Vermont,626042,11,2543,75,14
1/4/2022,Vermont,626042,21,2564,84,19
1/5/2022,Vermont,626042,17,2581,93,15
1/6/2022,Vermont,626042,24,2605,98,17
1/7/2022,Vermont,626042,11,2616,89,14
1/8/2022,Vermont,626042,21,2637,97,17
1/9/2022,Vermont,626042,18,2655,96,19
1/10/2022,Vermont,626042,23,2678,108,21
1/11/2022,Vermont,626042,13,2691,97,21
1/12/2022,Vermont,626042,21,2712,93,27
1/13/2022,Vermont,626042,23,2735,100,28
1/14/2022,Vermont,626042,28,2763,109,25
1/15/2022,Vermont,626042,24,2787,111,27
1/16/2022,Vermont,626042,24,2811,124,26
1/17/2022,Vermont,626042,19,2830,112,24
1/18/2022,Vermont,626042,17,2847,125,26
1/19/2022,Vermont,626042,25,2872,122,25
1/20/2022,Vermont,626042,15,2887,118,27
1/21/2022,Vermont,626042,19,2906,110,27
1/22/2022,Vermont,626042,26,2932,113,25
1/23/2022,Vermont,626042,19,2951,107,27
1/24/2022,Vermont,626042,15,2966,108,24
1/25/2022,Vermont,626042,17,2983,100,23
1/26/2022,Vermont,626042,26,3009,117,24
1/27/2022,Vermont,626042,21,3030,109,27
1/28/2022,Vermont,626042,19,3049,109,25
1/29/2022,Vermont,626042,17,3066,109,22
1/30/2022,Vermont,626042,14,3080,104,25
1/31/2022,Vermont,626042,11,3091,98,26
2/1/2022,Vermont,626042,17,3108,99,26
2/2/2022,Vermont,626042,9,3117,94,23
2/3/2022,Vermont,626042,21,3138,96,23
2/4/2022,Vermont,626042,14,3152,97,21
2/5/2022,Vermont,626042,14,3166,100,20
2/6/2022,Vermont,626042,13,3179,96,16
2/7/2022,Vermont,626042,13,3192,91,21
2/8/2022,Vermont,626042,12,3204,88,20
2/9/2022,Vermont,626042,12,3216,88,20
7/1/2021,Washington,7170351,50,19434,302,95
7/2/2021,Washington,7170351,28,19462,312,111
7/3/2021,Washington,7170351,41,19503,289,90
7/4/2021,Washington,7170351,37,19540,286,87
7/5/2021,Washington,7170351,30,19570,277,83
7/6/2021,Washington,7170351,34,19604,269,84
7/7/2021,Washington,7170351,36,19640,275,85
7/8/2021,Washington,7170351,44,19684,294,85
7/9/2021,Washington,7170351,43,19727,293,82
7/10/2021,Washington,7170351,37,19764,293,77
7/11/2021,Washington,7170351,37,19801,293,80
7/12/2021,Washington,7170351,30,19831,296,86
7/13/2021,Washington,7170351,43,19874,300,92
7/14/2021,Washington,7170351,44,19918,303,88
7/15/2021,Washington,7170351,45,19963,317,90
7/16/2021,Washington,7170351,48,20011,328,100
7/17/2021,Washington,7170351,40,20051,344,100
7/18/2021,Washington,7170351,45,20096,346,106
7/19/2021,Washington,7170351,47,20143,320,106
7/20/2021,Washington,7170351,42,20185,324,105
7/21/2021,Washington,7170351,60,20245,331,108
7/22/2021,Washington,7170351,59,20304,328,111
7/23/2021,Washington,7170351,59,20363,355,110
7/24/2021,Washington,7170351,47,20410,385,115
7/25/2021,Washington,7170351,62,20472,412,123
7/26/2021,Washington,7170351,65,20537,422,122
7/27/2021,Washington,7170351,72,20609,464,139
7/28/2021,Washington,7170351,89,20698,500,146
7/29/2021,Washington,7170351,76,20774,519,156
7/30/2021,Washington,7170351,86,20860,547,165
7/31/2021,Washington,7170351,77,20937,556,163
8/1/2021,Washington,7170351,66,21003,567,173
8/2/2021,Washington,7170351,89,21092,604,196
8/3/2021,Washington,7170351,105,21197,644,205
8/4/2021,Washington,7170351,82,21279,655,203
8/5/2021,Washington,7170351,105,21384,708,220
8/6/2021,Washington,7170351,97,21481,730,216
8/7/2021,Washington,7170351,82,21563,742,219
8/8/2021,Washington,7170351,70,21633,769,222
8/9/2021,Washington,7170351,122,21755,853,233
8/10/2021,Washington,7170351,113,21868,892,233
8/11/2021,Washington,7170351,130,21998,921,257
8/12/2021,Washington,7170351,119,22117,972,282
8/13/2021,Washington,7170351,111,22228,1039,290
8/14/2021,Washington,7170351,116,22344,1071,305
8/15/2021,Washington,7170351,114,22458,1136,308
8/16/2021,Washington,7170351,142,22600,1134,325
8/17/2021,Washington,7170351,172,22772,1182,312
8/18/2021,Washington,7170351,130,22902,1210,326
8/19/2021,Washington,7170351,138,23040,1223,332
8/20/2021,Washington,7170351,155,23195,1269,338
8/21/2021,Washington,7170351,157,23352,1296,333
8/22/2021,Washington,7170351,127,23479,1300,349
8/23/2021,Washington,7170351,156,23635,1395,375
8/24/2021,Washington,7170351,180,23815,1443,385
8/25/2021,Washington,7170351,163,23978,1469,392
8/26/2021,Washington,7170351,158,24136,1499,393
8/27/2021,Washington,7170351,159,24295,1479,424
8/28/2021,Washington,7170351,176,24471,1559,416
8/29/2021,Washington,7170351,173,24644,1590,428
8/30/2021,Washington,7170351,152,24796,1624,438
8/31/2021,Washington,7170351,180,24976,1625,447
9/1/2021,Washington,7170351,188,25164,1624,448
9/2/2021,Washington,7170351,175,25339,1631,448
9/3/2021,Washington,7170351,178,25517,1607,448
9/4/2021,Washington,7170351,175,25692,1615,442
9/5/2021,Washington,7170351,191,25883,1652,457
9/6/2021,Washington,7170351,155,26038,1696,451
9/7/2021,Washington,7170351,165,26203,1656,424
9/8/2021,Washington,7170351,187,26390,1683,422
9/9/2021,Washington,7170351,189,26579,1708,443
9/10/2021,Washington,7170351,131,26710,1700,437
9/11/2021,Washington,7170351,143,26853,1669,433
9/12/2021,Washington,7170351,167,27020,1667,442
9/13/2021,Washington,7170351,145,27165,1656,433
9/14/2021,Washington,7170351,149,27314,1615,439
9/15/2021,Washington,7170351,152,27466,1629,433
9/16/2021,Washington,7170351,164,27630,1623,417
9/17/2021,Washington,7170351,146,27776,1569,418
9/18/2021,Washington,7170351,142,27918,1567,411
9/19/2021,Washington,7170351,113,28031,1553,399
9/20/2021,Washington,7170351,117,28148,1511,390
9/21/2021,Washington,7170351,171,28319,1472,378
9/22/2021,Washington,7170351,121,28440,1438,377
9/23/2021,Washington,7170351,109,28549,1402,360
9/24/2021,Washington,7170351,117,28666,1337,346
9/25/2021,Washington,7170351,126,28792,1322,347
9/26/2021,Washington,7170351,108,28900,1333,344
9/27/2021,Washington,7170351,132,29032,1280,320
9/28/2021,Washington,7170351,141,29173,1285,322
9/29/2021,Washington,7170351,118,29291,1273,329
9/30/2021,Washington,7170351,140,29431,1273,345
10/1/2021,Washington,7170351,114,29545,1236,351
10/2/2021,Washington,7170351,113,29658,1204,347
10/3/2021,Washington,7170351,96,29754,1188,348
10/4/2021,Washington,7170351,111,29865,1178,336
10/5/2021,Washington,7170351,113,29978,1196,324
10/6/2021,Washington,7170351,132,30110,1180,322
10/7/2021,Washington,7170351,115,30225,1183,314
10/8/2021,Washington,7170351,106,30331,1157,308
10/9/2021,Washington,7170351,105,30436,1131,305
10/10/2021,Washington,7170351,89,30525,1133,287
10/11/2021,Washington,7170351,112,30637,1147,297
10/12/2021,Washington,7170351,119,30756,1145,291
10/13/2021,Washington,7170351,113,30869,1124,277
10/14/2021,Washington,7170351,101,30970,1083,277
10/15/2021,Washington,7170351,107,31077,1073,288
10/16/2021,Washington,7170351,101,31178,1057,287
10/17/2021,Washington,7170351,97,31275,1066,278
10/18/2021,Washington,7170351,108,31383,1077,282
10/19/2021,Washington,7170351,87,31470,1067,278
10/20/2021,Washington,7170351,99,31569,1065,265
10/21/2021,Washington,7170351,91,31660,1053,254
10/22/2021,Washington,7170351,91,31751,1042,265
10/23/2021,Washington,7170351,97,31848,1038,265
10/24/2021,Washington,7170351,85,31933,1046,284
10/25/2021,Washington,7170351,104,32037,1086,294
10/26/2021,Washington,7170351,97,32134,1088,293
10/27/2021,Washington,7170351,128,32262,1086,283
10/28/2021,Washington,7170351,96,32358,1068,271
10/29/2021,Washington,7170351,77,32435,982,264
10/30/2021,Washington,7170351,102,32537,977,276
10/31/2021,Washington,7170351,67,32604,938,273
11/1/2021,Washington,7170351,95,32699,1007,298
11/2/2021,Washington,7170351,92,32791,978,283
11/3/2021,Washington,7170351,90,32881,977,276
11/4/2021,Washington,7170351,120,33001,961,273
11/5/2021,Washington,7170351,107,33108,974,281
11/6/2021,Washington,7170351,107,33215,963,273
11/7/2021,Washington,7170351,63,33278,948,257
11/8/2021,Washington,7170351,101,33379,923,246
11/9/2021,Washington,7170351,97,33476,918,246
11/10/2021,Washington,7170351,84,33560,880,238
11/11/2021,Washington,7170351,83,33643,842,231
11/12/2021,Washington,7170351,92,33735,785,214
11/13/2021,Washington,7170351,85,33820,806,222
11/14/2021,Washington,7170351,44,33864,803,213
11/15/2021,Washington,7170351,100,33964,864,231
11/16/2021,Washington,7170351,89,34053,854,233
11/17/2021,Washington,7170351,72,34125,824,212
11/18/2021,Washington,7170351,82,34207,834,217
11/19/2021,Washington,7170351,78,34285,773,206
11/20/2021,Washington,7170351,54,34339,745,197
11/21/2021,Washington,7170351,49,34388,732,199
11/22/2021,Washington,7170351,64,34452,720,207
11/23/2021,Washington,7170351,74,34526,701,212
11/24/2021,Washington,7170351,78,34604,691,198
11/25/2021,Washington,7170351,70,34674,695,197
11/26/2021,Washington,7170351,53,34727,671,192
11/27/2021,Washington,7170351,74,34801,695,186
11/28/2021,Washington,7170351,49,34850,696,196
11/29/2021,Washington,7170351,56,34906,689,196
11/30/2021,Washington,7170351,89,34995,683,195
12/1/2021,Washington,7170351,76,35071,687,202
12/2/2021,Washington,7170351,84,35155,682,204
12/3/2021,Washington,7170351,67,35222,690,190
12/4/2021,Washington,7170351,88,35310,722,200
12/5/2021,Washington,7170351,62,35372,707,198
12/6/2021,Washington,7170351,68,35440,669,191
12/7/2021,Washington,7170351,83,35523,665,203
12/8/2021,Washington,7170351,81,35604,661,187
12/9/2021,Washington,7170351,77,35681,651,178
12/10/2021,Washington,7170351,71,35752,642,177
12/11/2021,Washington,7170351,57,35809,626,172
12/12/2021,Washington,7170351,51,35860,628,175
12/13/2021,Washington,7170351,63,35923,641,169
12/14/2021,Washington,7170351,90,36013,627,159
12/15/2021,Washington,7170351,61,36074,629,164
12/16/2021,Washington,7170351,74,36148,636,165
12/17/2021,Washington,7170351,60,36208,611,167
12/18/2021,Washington,7170351,66,36274,615,173
12/19/2021,Washington,7170351,68,36342,600,165
12/20/2021,Washington,7170351,70,36412,625,173
12/21/2021,Washington,7170351,73,36485,624,176
12/22/2021,Washington,7170351,81,36566,637,170
12/23/2021,Washington,7170351,90,36656,642,162
12/24/2021,Washington,7170351,93,36749,666,164
12/25/2021,Washington,7170351,86,36835,680,171
12/26/2021,Washington,7170351,80,36915,701,168
12/27/2021,Washington,7170351,105,37020,743,171
12/28/2021,Washington,7170351,106,37126,802,169
12/29/2021,Washington,7170351,138,37264,836,192
12/30/2021,Washington,7170351,151,37415,887,198
12/31/2021,Washington,7170351,175,37590,945,205
1/1/2022,Washington,7170351,151,37741,999,219
1/2/2022,Washington,7170351,174,37915,1083,227
1/3/2022,Washington,7170351,200,38115,1229,246
1/4/2022,Washington,7170351,231,38346,1356,270
1/5/2022,Washington,7170351,187,38533,1451,277
1/6/2022,Washington,7170351,215,38748,1584,302
1/7/2022,Washington,7170351,222,38970,1662,299
1/8/2022,Washington,7170351,226,39196,1718,304
1/9/2022,Washington,7170351,205,39401,1759,304
1/10/2022,Washington,7170351,232,39633,1860,313
1/11/2022,Washington,7170351,265,39898,1942,337
1/12/2022,Washington,7170351,265,40163,2083,349
1/13/2022,Washington,7170351,281,40444,2138,345
1/14/2022,Washington,7170351,261,40705,2137,343
1/15/2022,Washington,7170351,261,40966,2203,362
1/16/2022,Washington,7170351,277,41243,2213,364
1/17/2022,Washington,7170351,264,41507,2223,374
1/18/2022,Washington,7170351,302,41809,2256,367
1/19/2022,Washington,7170351,300,42109,2324,367
1/20/2022,Washington,7170351,301,42410,2286,360
1/21/2022,Washington,7170351,296,42706,2288,374
1/22/2022,Washington,7170351,251,42957,2298,368
1/23/2022,Washington,7170351,212,43169,2284,381
1/24/2022,Washington,7170351,228,43397,2175,374
1/25/2022,Washington,7170351,240,43637,2155,377
1/26/2022,Washington,7170351,281,43918,2192,362
1/27/2022,Washington,7170351,254,44172,2137,339
1/28/2022,Washington,7170351,289,44461,2116,346
1/29/2022,Washington,7170351,227,44688,2060,342
1/30/2022,Washington,7170351,192,44880,2092,343
1/31/2022,Washington,7170351,221,45101,1959,337
2/1/2022,Washington,7170351,229,45330,1948,343
2/2/2022,Washington,7170351,200,45530,1926,351
2/3/2022,Washington,7170351,219,45749,1859,334
2/4/2022,Washington,7170351,203,45952,1816,309
2/5/2022,Washington,7170351,192,46144,1796,304
2/6/2022,Washington,7170351,155,46299,1769,306
2/7/2022,Washington,7170351,162,46461,1669,286
2/8/2022,Washington,7170351,182,46643,1641,279
2/9/2022,Washington,7170351,182,46825,1641,279
7/1/2021,Wisconsin,5771337,31,53224,97,31
7/2/2021,Wisconsin,5771337,11,53235,88,26
7/3/2021,Wisconsin,5771337,13,53248,75,25
7/4/2021,Wisconsin,5771337,11,53259,74,25
7/5/2021,Wisconsin,5771337,11,53270,78,23
7/6/2021,Wisconsin,5771337,16,53286,76,25
7/7/2021,Wisconsin,5771337,21,53307,78,27
7/8/2021,Wisconsin,5771337,19,53326,81,25
7/9/2021,Wisconsin,5771337,23,53349,79,27
7/10/2021,Wisconsin,5771337,25,53374,85,29
7/11/2021,Wisconsin,5771337,15,53389,81,29
7/12/2021,Wisconsin,5771337,28,53417,103,32
7/13/2021,Wisconsin,5771337,18,53435,105,31
7/14/2021,Wisconsin,5771337,26,53461,105,28
7/15/2021,Wisconsin,5771337,21,53482,100,32
7/16/2021,Wisconsin,5771337,30,53512,106,33
7/17/2021,Wisconsin,5771337,33,53545,104,29
7/18/2021,Wisconsin,5771337,35,53580,117,34
7/19/2021,Wisconsin,5771337,33,53613,138,37
7/20/2021,Wisconsin,5771337,26,53639,141,40
7/21/2021,Wisconsin,5771337,31,53670,155,37
7/22/2021,Wisconsin,5771337,39,53709,148,32
7/23/2021,Wisconsin,5771337,49,53758,151,40
7/24/2021,Wisconsin,5771337,49,53807,175,46
7/25/2021,Wisconsin,5771337,35,53842,181,54
7/26/2021,Wisconsin,5771337,36,53878,189,57
7/27/2021,Wisconsin,5771337,43,53921,185,60
7/28/2021,Wisconsin,5771337,45,53966,203,57
7/29/2021,Wisconsin,5771337,52,54018,229,58
7/30/2021,Wisconsin,5771337,69,54087,255,60
7/31/2021,Wisconsin,5771337,67,54154,268,66
8/1/2021,Wisconsin,5771337,50,54204,277,74
8/2/2021,Wisconsin,5771337,80,54284,324,92
8/3/2021,Wisconsin,5771337,86,54370,366,115
8/4/2021,Wisconsin,5771337,90,54460,377,118
8/5/2021,Wisconsin,5771337,98,54558,416,128
8/6/2021,Wisconsin,5771337,116,54674,457,127
8/7/2021,Wisconsin,5771337,93,54767,428,130
8/8/2021,Wisconsin,5771337,96,54863,456,141
8/9/2021,Wisconsin,5771337,114,54977,503,171
8/10/2021,Wisconsin,5771337,138,55115,541,160
8/11/2021,Wisconsin,5771337,153,55268,598,174
8/12/2021,Wisconsin,5771337,151,55419,635,193
8/13/2021,Wisconsin,5771337,150,55569,638,191
8/14/2021,Wisconsin,5771337,132,55701,621,185
8/15/2021,Wisconsin,5771337,150,55851,630,194
8/16/2021,Wisconsin,5771337,147,55998,699,222
8/17/2021,Wisconsin,5771337,178,56176,733,235
8/18/2021,Wisconsin,5771337,181,56357,790,251
8/19/2021,Wisconsin,5771337,169,56526,776,247
8/20/2021,Wisconsin,5771337,172,56698,782,241
8/21/2021,Wisconsin,5771337,170,56868,754,230
8/22/2021,Wisconsin,5771337,168,57036,775,236
8/23/2021,Wisconsin,5771337,178,57214,871,269
8/24/2021,Wisconsin,5771337,156,57370,881,271
8/25/2021,Wisconsin,5771337,148,57518,872,285
8/26/2021,Wisconsin,5771337,149,57667,819,259
8/27/2021,Wisconsin,5771337,157,57824,865,261
8/28/2021,Wisconsin,5771337,166,57990,855,255
8/29/2021,Wisconsin,5771337,167,58157,902,273
8/30/2021,Wisconsin,5771337,169,58326,969,294
8/31/2021,Wisconsin,5771337,230,58556,1000,288
9/1/2021,Wisconsin,5771337,204,58760,1010,289
9/2/2021,Wisconsin,5771337,207,58967,1022,294
9/3/2021,Wisconsin,5771337,202,59169,1006,305
9/4/2021,Wisconsin,5771337,205,59374,992,305
9/5/2021,Wisconsin,5771337,201,59575,1021,296
9/6/2021,Wisconsin,5771337,171,59746,1011,305
9/7/2021,Wisconsin,5771337,229,59975,1119,332
9/8/2021,Wisconsin,5771337,204,60179,1104,332
9/9/2021,Wisconsin,5771337,234,60413,1136,326
9/10/2021,Wisconsin,5771337,217,60630,1062,313
9/11/2021,Wisconsin,5771337,225,60855,1070,314
9/12/2021,Wisconsin,5771337,200,61055,1049,326
9/13/2021,Wisconsin,5771337,199,61254,1076,328
9/14/2021,Wisconsin,5771337,228,61482,1072,313
9/15/2021,Wisconsin,5771337,206,61688,1092,321
9/16/2021,Wisconsin,5771337,218,61906,1108,323
9/17/2021,Wisconsin,5771337,211,62117,1136,337
9/18/2021,Wisconsin,5771337,252,62369,1119,324
9/19/2021,Wisconsin,5771337,193,62562,1141,329
9/20/2021,Wisconsin,5771337,204,62766,1139,329
9/21/2021,Wisconsin,5771337,240,63006,1126,330
9/22/2021,Wisconsin,5771337,240,63246,1189,339
9/23/2021,Wisconsin,5771337,241,63487,1196,355
9/24/2021,Wisconsin,5771337,215,63702,1158,355
9/25/2021,Wisconsin,5771337,218,63920,1126,336
9/26/2021,Wisconsin,5771337,206,64126,1147,336
9/27/2021,Wisconsin,5771337,188,64314,1196,356
9/28/2021,Wisconsin,5771337,222,64536,1181,336
9/29/2021,Wisconsin,5771337,205,64741,1183,347
9/30/2021,Wisconsin,5771337,211,64952,1194,348
10/1/2021,Wisconsin,5771337,206,65158,1194,347
10/2/2021,Wisconsin,5771337,190,65348,1164,333
10/3/2021,Wisconsin,5771337,193,65541,1168,329
10/4/2021,Wisconsin,5771337,195,65736,1263,343
10/5/2021,Wisconsin,5771337,214,65950,1225,338
10/6/2021,Wisconsin,5771337,193,66143,1213,332
10/7/2021,Wisconsin,5771337,223,66366,1215,325
10/8/2021,Wisconsin,5771337,223,66589,1228,316
10/9/2021,Wisconsin,5771337,204,66793,1192,311
10/10/2021,Wisconsin,5771337,203,66996,1213,317
10/11/2021,Wisconsin,5771337,191,67187,1269,335
10/12/2021,Wisconsin,5771337,214,67401,1259,342
10/13/2021,Wisconsin,5771337,190,67591,1232,327
10/14/2021,Wisconsin,5771337,194,67785,1199,312
10/15/2021,Wisconsin,5771337,180,67965,1169,323
10/16/2021,Wisconsin,5771337,187,68152,1117,310
10/17/2021,Wisconsin,5771337,184,68336,1104,308
10/18/2021,Wisconsin,5771337,155,68491,1126,329
10/19/2021,Wisconsin,5771337,197,68688,1148,327
10/20/2021,Wisconsin,5771337,178,68866,1137,332
10/21/2021,Wisconsin,5771337,164,69030,1076,325
10/22/2021,Wisconsin,5771337,158,69188,1055,334
10/23/2021,Wisconsin,5771337,162,69350,1006,308
10/24/2021,Wisconsin,5771337,131,69481,978,295
10/25/2021,Wisconsin,5771337,139,69620,997,304
10/26/2021,Wisconsin,5771337,140,69760,977,313
10/27/2021,Wisconsin,5771337,152,69912,955,300
10/28/2021,Wisconsin,5771337,146,70058,952,310
10/29/2021,Wisconsin,5771337,134,70192,944,299
10/30/2021,Wisconsin,5771337,149,70341,935,289
10/31/2021,Wisconsin,5771337,150,70491,958,279
11/1/2021,Wisconsin,5771337,120,70611,948,282
11/2/2021,Wisconsin,5771337,172,70783,984,287
11/3/2021,Wisconsin,5771337,172,70955,995,280
11/4/2021,Wisconsin,5771337,172,71127,989,277
11/5/2021,Wisconsin,5771337,183,71310,1007,262
11/6/2021,Wisconsin,5771337,170,71480,985,261
11/7/2021,Wisconsin,5771337,158,71638,1021,263
11/8/2021,Wisconsin,5771337,163,71801,1081,295
11/9/2021,Wisconsin,5771337,209,72010,1124,305
11/10/2021,Wisconsin,5771337,188,72198,1158,295
11/11/2021,Wisconsin,5771337,194,72392,1139,291
11/12/2021,Wisconsin,5771337,215,72607,1153,296
11/13/2021,Wisconsin,5771337,199,72806,1142,293
11/14/2021,Wisconsin,5771337,193,72999,1168,300
11/15/2021,Wisconsin,5771337,183,73182,1211,311
11/16/2021,Wisconsin,5771337,241,73423,1264,330
11/17/2021,Wisconsin,5771337,223,73646,1296,337
11/18/2021,Wisconsin,5771337,249,73895,1337,340
11/19/2021,Wisconsin,5771337,237,74132,1355,344
11/20/2021,Wisconsin,5771337,202,74334,1275,322
11/21/2021,Wisconsin,5771337,218,74552,1274,319
11/22/2021,Wisconsin,5771337,223,74775,1342,358
11/23/2021,Wisconsin,5771337,265,75040,1382,349
11/24/2021,Wisconsin,5771337,242,75282,1421,369
11/25/2021,Wisconsin,5771337,258,75540,1383,351
11/26/2021,Wisconsin,5771337,212,75752,1411,361
11/27/2021,Wisconsin,5771337,255,76007,1427,364
11/28/2021,Wisconsin,5771337,210,76217,1478,386
11/29/2021,Wisconsin,5771337,243,76460,1553,410
11/30/2021,Wisconsin,5771337,266,76726,1539,423
12/1/2021,Wisconsin,5771337,265,76991,1538,431
12/2/2021,Wisconsin,5771337,268,77259,1575,441
12/3/2021,Wisconsin,5771337,265,77524,1586,430
12/4/2021,Wisconsin,5771337,305,77829,1586,425
12/5/2021,Wisconsin,5771337,279,78108,1612,428
12/6/2021,Wisconsin,5771337,283,78391,1719,446
12/7/2021,Wisconsin,5771337,338,78729,1780,463
12/8/2021,Wisconsin,5771337,289,79018,1759,470
12/9/2021,Wisconsin,5771337,319,79337,1768,472
12/10/2021,Wisconsin,5771337,316,79653,1797,481
12/11/2021,Wisconsin,5771337,321,79974,1790,456
12/12/2021,Wisconsin,5771337,264,80238,1778,454
12/13/2021,Wisconsin,5771337,267,80505,1868,483
12/14/2021,Wisconsin,5771337,323,80828,1834,471
12/15/2021,Wisconsin,5771337,289,81117,1795,467
12/16/2021,Wisconsin,5771337,314,81431,1814,458
12/17/2021,Wisconsin,5771337,291,81722,1774,446
12/18/2021,Wisconsin,5771337,279,82001,1694,428
12/19/2021,Wisconsin,5771337,279,82280,1728,437
12/20/2021,Wisconsin,5771337,281,82561,1807,466
12/21/2021,Wisconsin,5771337,297,82858,1781,463
