date,State,Population,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased
1/14/2022,New Hampshire,1330608,2390,28,235898,2079
1/15/2022,New Hampshire,1330608,0,0,235898,2079
1/16/2022,New Hampshire,1330608,0,0,235898,2079
1/17/2022,New Hampshire,1330608,0,0,235898,2079
1/18/2022,New Hampshire,1330608,14683,6,250581,2085
1/19/2022,New Hampshire,1330608,860,24,251441,2109
1/20/2022,New Hampshire,1330608,3274,14,254715,2123
1/21/2022,New Hampshire,1330608,3078,12,257793,2135
1/22/2022,New Hampshire,1330608,0,0,257793,2135
1/23/2022,New Hampshire,1330608,0,0,257793,2135
1/24/2022,New Hampshire,1330608,7347,10,265140,2145
1/25/2022,New Hampshire,1330608,860,25,266000,2170
1/26/2022,New Hampshire,1330608,1800,3,267800,2173
1/27/2022,New Hampshire,1330608,2263,20,270063,2193
1/28/2022,New Hampshire,1330608,2429,12,272492,2205
1/29/2022,New Hampshire,1330608,0,0,272492,2205
1/30/2022,New Hampshire,1330608,0,0,272492,2205
1/31/2022,New Hampshire,1330608,4364,4,276856,2209
2/1/2022,New Hampshire,1330608,499,14,277355,2223
2/2/2022,New Hampshire,1330608,1336,9,278691,2232
2/3/2022,New Hampshire,1330608,1151,7,279842,2239
2/4/2022,New Hampshire,1330608,1458,7,281300,2246
2/5/2022,New Hampshire,1330608,0,0,281300,2246
2/6/2022,New Hampshire,1330608,0,0,281300,2246
2/7/2022,New Hampshire,1330608,2880,14,284180,2260
2/8/2022,New Hampshire,1330608,387,10,284567,2270
7/1/2021,New Jersey,8958013,218,11,1023613,26463
7/2/2021,New Jersey,8958013,310,5,1023923,26468
7/3/2021,New Jersey,8958013,190,5,1024113,26473
7/4/2021,New Jersey,8958013,112,0,1024225,26473
7/5/2021,New Jersey,8958013,86,4,1024311,26477
7/6/2021,New Jersey,8958013,154,0,1024465,26477
7/7/2021,New Jersey,8958013,283,13,1024748,26490
7/8/2021,New Jersey,8958013,331,3,1025079,26493
7/9/2021,New Jersey,8958013,398,3,1025477,26496
7/10/2021,New Jersey,8958013,311,5,1025788,26501
7/11/2021,New Jersey,8958013,283,4,1026071,26505
7/12/2021,New Jersey,8958013,215,4,1026286,26509
7/13/2021,New Jersey,8958013,363,8,1026649,26517
7/14/2021,New Jersey,8958013,365,3,1027014,26520
7/15/2021,New Jersey,8958013,446,9,1027460,26529
7/16/2021,New Jersey,8958013,494,2,1027954,26531
7/17/2021,New Jersey,8958013,549,5,1028503,26536
7/18/2021,New Jersey,8958013,428,3,1028931,26539
7/19/2021,New Jersey,8958013,312,6,1029243,26545
7/20/2021,New Jersey,8958013,658,12,1029901,26557
7/21/2021,New Jersey,8958013,699,5,1030600,26562
7/22/2021,New Jersey,8958013,746,2,1031346,26564
7/23/2021,New Jersey,8958013,909,4,1032255,26568
7/24/2021,New Jersey,8958013,861,5,1033116,26573
7/25/2021,New Jersey,8958013,596,2,1033712,26575
7/26/2021,New Jersey,8958013,521,4,1034233,26579
7/27/2021,New Jersey,8958013,794,7,1035027,26586
7/28/2021,New Jersey,8958013,948,3,1035975,26589
7/29/2021,New Jersey,8958013,1077,1,1037052,26590
7/30/2021,New Jersey,8958013,1119,5,1038171,26595
7/31/2021,New Jersey,8958013,1182,7,1039353,26602
8/1/2021,New Jersey,8958013,928,5,1040281,26607
8/2/2021,New Jersey,8958013,878,-1,1041159,26606
8/3/2021,New Jersey,8958013,1313,8,1042472,26614
8/4/2021,New Jersey,8958013,1230,11,1043702,26625
8/5/2021,New Jersey,8958013,1466,4,1045168,26629
8/6/2021,New Jersey,8958013,1346,7,1046514,26636
8/7/2021,New Jersey,8958013,1539,9,1048053,26645
8/8/2021,New Jersey,8958013,1169,5,1049222,26650
8/9/2021,New Jersey,8958013,861,0,1050083,26650
8/10/2021,New Jersey,8958013,1629,9,1051712,26659
8/11/2021,New Jersey,8958013,1686,6,1053398,26665
8/12/2021,New Jersey,8958013,1854,7,1055252,26672
8/13/2021,New Jersey,8958013,1844,9,1057096,26681
8/14/2021,New Jersey,8958013,2564,11,1059660,26692
8/15/2021,New Jersey,8958013,1274,3,1060934,26695
8/16/2021,New Jersey,8958013,1304,1,1062238,26696
8/17/2021,New Jersey,8958013,1821,19,1064059,26715
8/18/2021,New Jersey,8958013,1677,6,1065736,26721
8/19/2021,New Jersey,8958013,2022,10,1067758,26731
8/20/2021,New Jersey,8958013,2940,8,1070698,26739
8/21/2021,New Jersey,8958013,2158,11,1072856,26750
8/22/2021,New Jersey,8958013,1450,2,1074306,26752
8/23/2021,New Jersey,8958013,1624,3,1075930,26755
8/24/2021,New Jersey,8958013,1857,20,1077787,26775
8/25/2021,New Jersey,8958013,2113,21,1079900,26796
8/26/2021,New Jersey,8958013,2054,11,1081954,26807
8/27/2021,New Jersey,8958013,2592,19,1084546,26826
8/28/2021,New Jersey,8958013,1934,18,1086480,26844
8/29/2021,New Jersey,8958013,1850,5,1088330,26849
8/30/2021,New Jersey,8958013,1508,15,1089838,26864
8/31/2021,New Jersey,8958013,2128,18,1091966,26882
9/1/2021,New Jersey,8958013,2283,20,1094249,26902
9/2/2021,New Jersey,8958013,2542,17,1096791,26919
9/3/2021,New Jersey,8958013,1735,10,1098526,26929
9/4/2021,New Jersey,8958013,2248,13,1100774,26942
9/5/2021,New Jersey,8958013,1714,6,1102488,26948
9/6/2021,New Jersey,8958013,1951,4,1104439,26952
9/7/2021,New Jersey,8958013,354,26,1104793,26978
9/8/2021,New Jersey,8958013,3498,29,1108291,27007
9/9/2021,New Jersey,8958013,2210,17,1110501,27024
9/10/2021,New Jersey,8958013,2664,15,1113165,27039
9/11/2021,New Jersey,8958013,2494,15,1115659,27054
9/12/2021,New Jersey,8958013,1847,4,1117506,27058
9/13/2021,New Jersey,8958013,1545,21,1119051,27079
9/14/2021,New Jersey,8958013,2038,22,1121089,27101
9/15/2021,New Jersey,8958013,2275,21,1123364,27122
9/16/2021,New Jersey,8958013,2958,26,1126322,27148
9/17/2021,New Jersey,8958013,2374,17,1128696,27165
9/18/2021,New Jersey,8958013,2623,17,1131319,27182
9/19/2021,New Jersey,8958013,1909,8,1133228,27190
9/20/2021,New Jersey,8958013,1623,12,1134851,27202
9/21/2021,New Jersey,8958013,2165,38,1137016,27240
9/22/2021,New Jersey,8958013,2351,24,1139367,27264
9/23/2021,New Jersey,8958013,2252,24,1141619,27288
9/24/2021,New Jersey,8958013,2236,19,1143855,27307
9/25/2021,New Jersey,8958013,2234,16,1146089,27323
9/26/2021,New Jersey,8958013,1110,5,1147199,27328
9/27/2021,New Jersey,8958013,1159,18,1148358,27346
9/28/2021,New Jersey,8958013,1888,34,1150246,27380
9/29/2021,New Jersey,8958013,1997,20,1152243,27400
9/30/2021,New Jersey,8958013,2327,27,1154570,27427
10/1/2021,New Jersey,8958013,1673,16,1156243,27443
10/2/2021,New Jersey,8958013,1935,22,1158178,27465
10/3/2021,New Jersey,8958013,1454,7,1159632,27472
10/4/2021,New Jersey,8958013,1246,16,1160878,27488
10/5/2021,New Jersey,8958013,1648,37,1162526,27525
10/6/2021,New Jersey,8958013,1852,17,1164378,27542
10/7/2021,New Jersey,8958013,2065,9,1166443,27551
10/8/2021,New Jersey,8958013,1869,19,1168312,27570
10/9/2021,New Jersey,8958013,1828,20,1170140,27590
10/10/2021,New Jersey,8958013,1433,7,1171573,27597
10/11/2021,New Jersey,8958013,954,6,1172527,27603
10/12/2021,New Jersey,8958013,1642,21,1174169,27624
10/13/2021,New Jersey,8958013,1746,29,1175915,27653
10/14/2021,New Jersey,8958013,1638,20,1177553,27673
10/15/2021,New Jersey,8958013,1383,19,1178936,27692
10/16/2021,New Jersey,8958013,1452,28,1180388,27720
10/17/2021,New Jersey,8958013,896,5,1181284,27725
10/18/2021,New Jersey,8958013,767,12,1182051,27737
10/19/2021,New Jersey,8958013,1238,31,1183289,27768
10/20/2021,New Jersey,8958013,1106,15,1184395,27783
10/21/2021,New Jersey,8958013,1468,22,1185863,27805
10/22/2021,New Jersey,8958013,1706,23,1187569,27828
10/23/2021,New Jersey,8958013,1140,20,1188709,27848
10/24/2021,New Jersey,8958013,787,3,1189496,27851
10/25/2021,New Jersey,8958013,943,12,1190439,27863
10/26/2021,New Jersey,8958013,1473,33,1191912,27896
10/27/2021,New Jersey,8958013,1289,33,1193201,27929
10/28/2021,New Jersey,8958013,1965,20,1195166,27949
10/29/2021,New Jersey,8958013,1306,12,1196472,27961
10/30/2021,New Jersey,8958013,1230,11,1197702,27972
10/31/2021,New Jersey,8958013,1215,0,1198917,27972
11/1/2021,New Jersey,8958013,821,8,1199738,27980
11/2/2021,New Jersey,8958013,1215,24,1200953,28004
11/3/2021,New Jersey,8958013,1298,7,1202251,28011
11/4/2021,New Jersey,8958013,1504,0,1203755,28011
11/5/2021,New Jersey,8958013,1385,51,1205140,28062
11/6/2021,New Jersey,8958013,1403,18,1206543,28080
11/7/2021,New Jersey,8958013,926,5,1207469,28085
11/8/2021,New Jersey,8958013,852,7,1208321,28092
11/9/2021,New Jersey,8958013,1464,27,1209785,28119
11/10/2021,New Jersey,8958013,1638,15,1211423,28134
11/11/2021,New Jersey,8958013,1823,12,1213246,28146
11/12/2021,New Jersey,8958013,1821,6,1215067,28152
11/13/2021,New Jersey,8958013,1638,17,1216705,28169
11/14/2021,New Jersey,8958013,1701,3,1218406,28172
11/15/2021,New Jersey,8958013,1362,5,1219768,28177
11/16/2021,New Jersey,8958013,1739,23,1221507,28200
11/17/2021,New Jersey,8958013,1948,20,1223455,28220
11/18/2021,New Jersey,8958013,2473,10,1225928,28230
11/19/2021,New Jersey,8958013,2239,13,1228167,28243
11/20/2021,New Jersey,8958013,2199,7,1230366,28250
11/21/2021,New Jersey,8958013,1602,4,1231968,28254
11/22/2021,New Jersey,8958013,1543,11,1233511,28265
11/23/2021,New Jersey,8958013,2640,30,1236151,28295
11/24/2021,New Jersey,8958013,2208,12,1238359,28307
11/25/2021,New Jersey,8958013,2851,16,1241210,28323
11/26/2021,New Jersey,8958013,2144,3,1243354,28326
11/27/2021,New Jersey,8958013,1990,9,1245344,28335
11/28/2021,New Jersey,8958013,1869,4,1247213,28339
11/29/2021,New Jersey,8958013,2241,9,1249454,28348
11/30/2021,New Jersey,8958013,3251,42,1252705,28390
12/1/2021,New Jersey,8958013,3188,19,1255893,28409
12/2/2021,New Jersey,8958013,4462,11,1260355,28420
12/3/2021,New Jersey,8958013,4463,14,1264818,28434
12/4/2021,New Jersey,8958013,4414,18,1269232,28452
12/5/2021,New Jersey,8958013,3496,5,1272728,28457
12/6/2021,New Jersey,8958013,2989,8,1275717,28465
12/7/2021,New Jersey,8958013,3950,29,1279667,28494
12/8/2021,New Jersey,8958013,4258,24,1283925,28518
12/9/2021,New Jersey,8958013,5617,8,1289542,28526
12/10/2021,New Jersey,8958013,5463,17,1295005,28543
12/11/2021,New Jersey,8958013,4596,25,1299601,28568
12/12/2021,New Jersey,8958013,3842,8,1303443,28576
12/13/2021,New Jersey,8958013,3279,13,1306722,28589
12/14/2021,New Jersey,8958013,4397,24,1311119,28613
12/15/2021,New Jersey,8958013,4989,30,1316108,28643
12/16/2021,New Jersey,8958013,7223,16,1323331,28659
12/17/2021,New Jersey,8958013,7397,16,1330728,28675
12/18/2021,New Jersey,8958013,7644,33,1338372,28708
12/19/2021,New Jersey,8958013,7345,6,1345717,28714
12/20/2021,New Jersey,8958013,7095,16,1352812,28730
12/21/2021,New Jersey,8958013,8494,32,1361306,28762
12/22/2021,New Jersey,8958013,11906,28,1373212,28790
12/23/2021,New Jersey,8958013,18122,32,1391334,28822
12/24/2021,New Jersey,8958013,18941,26,1410275,28848
12/25/2021,New Jersey,8958013,19481,6,1429756,28854
12/26/2021,New Jersey,8958013,14159,7,1443915,28861
12/27/2021,New Jersey,8958013,9732,8,1453647,28869
12/28/2021,New Jersey,8958013,15234,48,1468881,28917
12/29/2021,New Jersey,8958013,26473,50,1495354,28967
12/30/2021,New Jersey,8958013,35175,33,1530529,29000
12/31/2021,New Jersey,8958013,33724,37,1564253,29037
1/1/2022,New Jersey,8958013,32391,16,1596644,29053
1/2/2022,New Jersey,8958013,26452,3,1623096,29056
1/3/2022,New Jersey,8958013,21743,17,1644839,29073
1/4/2022,New Jersey,8958013,29614,78,1674453,29151
1/5/2022,New Jersey,8958013,37285,58,1711738,29209
1/6/2022,New Jersey,8958013,32264,106,1744002,29315
1/7/2022,New Jersey,8958013,38461,59,1782463,29374
1/8/2022,New Jersey,8958013,32700,70,1815163,29444
1/9/2022,New Jersey,8958013,28514,12,1843677,29456
1/10/2022,New Jersey,8958013,23056,38,1866733,29494
1/11/2022,New Jersey,8958013,25409,140,1892142,29634
1/12/2022,New Jersey,8958013,23275,103,1915417,29737
1/13/2022,New Jersey,8958013,23672,116,1939089,29853
1/14/2022,New Jersey,8958013,23109,106,1962198,29959
1/15/2022,New Jersey,8958013,16859,120,1979057,30079
1/16/2022,New Jersey,8958013,15445,10,1994502,30089
1/17/2022,New Jersey,8958013,9078,31,2003580,30120
1/18/2022,New Jersey,8958013,11122,50,2014702,30170
1/19/2022,New Jersey,8958013,10914,145,2025616,30315
1/20/2022,New Jersey,8958013,12074,161,2037690,30476
1/21/2022,New Jersey,8958013,11883,142,2049573,30618
1/22/2022,New Jersey,8958013,8924,128,2058497,30746
1/23/2022,New Jersey,8958013,9195,13,2067692,30759
1/24/2022,New Jersey,8958013,4844,40,2072536,30799
1/25/2022,New Jersey,8958013,5722,151,2078258,30950
1/26/2022,New Jersey,8958013,7127,143,2085385,31093
1/27/2022,New Jersey,8958013,6724,115,2092109,31208
1/28/2022,New Jersey,8958013,10118,112,2102227,31320
1/29/2022,New Jersey,8958013,5379,71,2107606,31391
1/30/2022,New Jersey,8958013,2177,21,2109783,31412
1/31/2022,New Jersey,8958013,2073,30,2111856,31442
2/1/2022,New Jersey,8958013,3449,115,2115305,31557
2/2/2022,New Jersey,8958013,3993,106,2119298,31663
2/3/2022,New Jersey,8958013,3909,106,2123207,31769
2/4/2022,New Jersey,8958013,3023,99,2126230,31868
2/5/2022,New Jersey,8958013,2961,80,2129191,31948
2/6/2022,New Jersey,8958013,1824,18,2131015,31966
2/7/2022,New Jersey,8958013,1139,21,2132154,31987
2/8/2022,New Jersey,8958013,1904,107,2134058,32094
7/1/2021,New Mexico,2085109,87,3,205629,4345
7/2/2021,New Mexico,2085109,86,1,205715,4346
7/3/2021,New Mexico,2085109,0,0,205715,4346
7/4/2021,New Mexico,2085109,0,0,205715,4346
7/5/2021,New Mexico,2085109,0,0,205715,4346
7/6/2021,New Mexico,2085109,200,2,205915,4348
7/7/2021,New Mexico,2085109,81,1,205996,4349
7/8/2021,New Mexico,2085109,132,6,206128,4355
7/9/2021,New Mexico,2085109,124,1,206252,4356
7/10/2021,New Mexico,2085109,0,0,206252,4356
7/11/2021,New Mexico,2085109,0,0,206252,4356
7/12/2021,New Mexico,2085109,299,4,206551,4360
7/13/2021,New Mexico,2085109,115,1,206666,4361
7/14/2021,New Mexico,2085109,180,3,206846,4364
7/15/2021,New Mexico,2085109,156,10,207002,4374
7/16/2021,New Mexico,2085109,187,7,207189,4381
7/17/2021,New Mexico,2085109,0,0,207189,4381
7/18/2021,New Mexico,2085109,0,0,207189,4381
7/19/2021,New Mexico,2085109,377,4,207566,4385
7/20/2021,New Mexico,2085109,135,4,207701,4389
7/21/2021,New Mexico,2085109,271,5,207972,4394
7/22/2021,New Mexico,2085109,271,2,208243,4396
7/23/2021,New Mexico,2085109,244,3,208487,4399
7/24/2021,New Mexico,2085109,0,0,208487,4399
7/25/2021,New Mexico,2085109,0,0,208487,4399
7/26/2021,New Mexico,2085109,631,3,209118,4402
7/27/2021,New Mexico,2085109,238,2,209356,4404
7/28/2021,New Mexico,2085109,328,5,209684,4409
7/29/2021,New Mexico,2085109,401,1,210085,4410
7/30/2021,New Mexico,2085109,331,2,210416,4412
7/31/2021,New Mexico,2085109,0,0,210416,4412
8/1/2021,New Mexico,2085109,0,0,210416,4412
8/2/2021,New Mexico,2085109,1076,4,211492,4416
8/3/2021,New Mexico,2085109,478,1,211970,4417
8/4/2021,New Mexico,2085109,607,1,212577,4418
8/5/2021,New Mexico,2085109,670,3,213247,4421
8/6/2021,New Mexico,2085109,546,6,213793,4427
8/7/2021,New Mexico,2085109,0,0,213793,4427
8/8/2021,New Mexico,2085109,0,0,213793,4427
8/9/2021,New Mexico,2085109,1305,0,215098,4427
8/10/2021,New Mexico,2085109,683,5,215781,4432
8/11/2021,New Mexico,2085109,713,7,216494,4439
8/12/2021,New Mexico,2085109,1279,4,217773,4443
8/13/2021,New Mexico,2085109,796,5,218569,4448
8/14/2021,New Mexico,2085109,0,0,218569,4448
8/15/2021,New Mexico,2085109,0,0,218569,4448
8/16/2021,New Mexico,2085109,1771,5,220340,4453
8/17/2021,New Mexico,2085109,747,4,221087,4457
8/18/2021,New Mexico,2085109,874,4,221961,4461
8/19/2021,New Mexico,2085109,967,4,222928,4465
8/20/2021,New Mexico,2085109,868,9,223796,4474
8/21/2021,New Mexico,2085109,0,0,223796,4474
8/22/2021,New Mexico,2085109,0,0,223796,4474
8/23/2021,New Mexico,2085109,2198,9,225994,4483
8/24/2021,New Mexico,2085109,874,2,226868,4485
8/25/2021,New Mexico,2085109,768,5,227636,4490
8/26/2021,New Mexico,2085109,922,9,228558,4499
8/27/2021,New Mexico,2085109,951,8,229509,4507
8/28/2021,New Mexico,2085109,0,0,229509,4507
8/29/2021,New Mexico,2085109,0,0,229509,4507
8/30/2021,New Mexico,2085109,2276,7,231785,4514
8/31/2021,New Mexico,2085109,829,6,232614,4520
9/1/2021,New Mexico,2085109,873,11,233487,4531
9/2/2021,New Mexico,2085109,988,15,234475,4546
9/3/2021,New Mexico,2085109,915,8,235390,4554
9/4/2021,New Mexico,2085109,0,0,235390,4554
9/5/2021,New Mexico,2085109,0,0,235390,4554
9/6/2021,New Mexico,2085109,0,0,235390,4554
9/7/2021,New Mexico,2085109,2499,10,237889,4564
9/8/2021,New Mexico,2085109,541,15,238430,4579
9/9/2021,New Mexico,2085109,576,8,239006,4587
9/10/2021,New Mexico,2085109,880,20,239886,4607
9/11/2021,New Mexico,2085109,0,0,239886,4607
9/12/2021,New Mexico,2085109,0,0,239886,4607
9/13/2021,New Mexico,2085109,1777,14,241663,4621
9/14/2021,New Mexico,2085109,736,12,242399,4633
9/15/2021,New Mexico,2085109,686,18,243085,4651
9/16/2021,New Mexico,2085109,877,13,243962,4664
9/17/2021,New Mexico,2085109,758,13,244720,4677
9/18/2021,New Mexico,2085109,0,0,244720,4677
9/19/2021,New Mexico,2085109,0,0,244720,4677
9/20/2021,New Mexico,2085109,1509,14,246229,4691
9/21/2021,New Mexico,2085109,410,11,246639,4702
9/22/2021,New Mexico,2085109,714,19,247353,4721
9/23/2021,New Mexico,2085109,722,16,248075,4737
9/24/2021,New Mexico,2085109,713,14,248788,4751
9/25/2021,New Mexico,2085109,0,0,248788,4751
9/26/2021,New Mexico,2085109,0,0,248788,4751
9/27/2021,New Mexico,2085109,1986,15,250774,4766
9/28/2021,New Mexico,2085109,610,12,251384,4778
9/29/2021,New Mexico,2085109,633,12,252017,4790
9/30/2021,New Mexico,2085109,1007,13,253024,4803
10/1/2021,New Mexico,2085109,791,11,253815,4814
10/2/2021,New Mexico,2085109,0,0,253815,4814
10/3/2021,New Mexico,2085109,0,0,253815,4814
10/4/2021,New Mexico,2085109,1762,11,255577,4825
10/5/2021,New Mexico,2085109,538,7,256115,4832
10/6/2021,New Mexico,2085109,832,10,256947,4842
10/7/2021,New Mexico,2085109,1023,14,257970,4856
10/8/2021,New Mexico,2085109,973,15,258943,4871
10/9/2021,New Mexico,2085109,0,0,258943,4871
10/10/2021,New Mexico,2085109,0,0,258943,4871
10/11/2021,New Mexico,2085109,0,0,258943,4871
10/12/2021,New Mexico,2085109,2427,16,261370,4887
10/13/2021,New Mexico,2085109,708,14,262078,4901
10/14/2021,New Mexico,2085109,876,20,262954,4921
10/15/2021,New Mexico,2085109,801,11,263755,4932
10/16/2021,New Mexico,2085109,0,0,263755,4932
10/17/2021,New Mexico,2085109,0,0,263755,4932
10/18/2021,New Mexico,2085109,1877,12,265632,4944
10/19/2021,New Mexico,2085109,516,10,266148,4954
10/20/2021,New Mexico,2085109,629,14,266777,4968
10/21/2021,New Mexico,2085109,1132,7,267909,4975
10/22/2021,New Mexico,2085109,982,14,268891,4989
10/23/2021,New Mexico,2085109,0,0,268891,4989
10/24/2021,New Mexico,2085109,0,0,268891,4989
10/25/2021,New Mexico,2085109,2321,15,271212,5004
10/26/2021,New Mexico,2085109,686,10,271898,5014
10/27/2021,New Mexico,2085109,957,15,272855,5029
10/28/2021,New Mexico,2085109,1300,12,274155,5041
10/29/2021,New Mexico,2085109,1054,10,275209,5051
10/30/2021,New Mexico,2085109,0,0,275209,5051
10/31/2021,New Mexico,2085109,0,0,275209,5051
11/1/2021,New Mexico,2085109,2626,12,277835,5063
11/2/2021,New Mexico,2085109,674,12,278509,5075
11/3/2021,New Mexico,2085109,1161,12,279670,5087
11/4/2021,New Mexico,2085109,1612,16,281282,5103
11/5/2021,New Mexico,2085109,1460,12,282742,5115
11/6/2021,New Mexico,2085109,0,0,282742,5115
11/7/2021,New Mexico,2085109,0,0,282742,5115
11/8/2021,New Mexico,2085109,3344,11,286086,5126
11/9/2021,New Mexico,2085109,1135,11,287221,5137
11/10/2021,New Mexico,2085109,1336,13,288557,5150
11/11/2021,New Mexico,2085109,0,0,288557,5150
11/12/2021,New Mexico,2085109,3521,21,292078,5171
11/13/2021,New Mexico,2085109,0,0,292078,5171
11/14/2021,New Mexico,2085109,0,0,292078,5171
11/15/2021,New Mexico,2085109,3689,22,295767,5193
11/16/2021,New Mexico,2085109,1023,12,296790,5205
11/17/2021,New Mexico,2085109,1523,12,298313,5217
11/18/2021,New Mexico,2085109,1788,23,300101,5240
11/19/2021,New Mexico,2085109,1836,25,301937,5265
11/20/2021,New Mexico,2085109,0,0,301937,5265
11/21/2021,New Mexico,2085109,0,0,301937,5265
11/22/2021,New Mexico,2085109,3642,14,305579,5279
11/23/2021,New Mexico,2085109,1164,12,306743,5291
11/24/2021,New Mexico,2085109,1409,21,308152,5312
11/25/2021,New Mexico,2085109,0,0,308152,5312
11/26/2021,New Mexico,2085109,0,0,308152,5312
11/27/2021,New Mexico,2085109,0,0,308152,5312
11/28/2021,New Mexico,2085109,0,0,308152,5312
11/29/2021,New Mexico,2085109,4987,45,313139,5357
11/30/2021,New Mexico,2085109,1125,12,314264,5369
12/1/2021,New Mexico,2085109,1825,12,316089,5381
12/2/2021,New Mexico,2085109,2046,14,318135,5395
12/3/2021,New Mexico,2085109,2385,14,320520,5409
12/4/2021,New Mexico,2085109,0,0,320520,5409
12/5/2021,New Mexico,2085109,0,0,320520,5409
12/6/2021,New Mexico,2085109,3791,12,324311,5421
12/7/2021,New Mexico,2085109,961,11,325272,5432
12/8/2021,New Mexico,2085109,1441,15,326713,5447
12/9/2021,New Mexico,2085109,1619,14,328332,5461
12/10/2021,New Mexico,2085109,1436,13,329768,5474
12/11/2021,New Mexico,2085109,10,0,329778,5474
12/12/2021,New Mexico,2085109,0,0,329778,5474
12/13/2021,New Mexico,2085109,2460,12,332238,5486
12/14/2021,New Mexico,2085109,737,7,332975,5493
12/15/2021,New Mexico,2085109,1349,25,334324,5518
12/16/2021,New Mexico,2085109,1293,33,335617,5551
12/17/2021,New Mexico,2085109,1170,28,336787,5579
12/18/2021,New Mexico,2085109,3,0,336790,5579
12/19/2021,New Mexico,2085109,0,0,336790,5579
12/20/2021,New Mexico,2085109,3104,37,339894,5616
12/21/2021,New Mexico,2085109,710,48,340604,5664
12/22/2021,New Mexico,2085109,905,39,341509,5703
12/23/2021,New Mexico,2085109,1140,44,342649,5747
12/24/2021,New Mexico,2085109,0,0,342649,5747
12/25/2021,New Mexico,2085109,0,0,342649,5747
12/26/2021,New Mexico,2085109,0,0,342649,5747
12/27/2021,New Mexico,2085109,3014,29,345663,5776
12/28/2021,New Mexico,2085109,798,22,346461,5798
12/29/2021,New Mexico,2085109,1370,33,347831,5831
12/30/2021,New Mexico,2085109,2212,26,350043,5857
12/31/2021,New Mexico,2085109,0,0,350043,5857
1/1/2022,New Mexico,2085109,0,0,350043,5857
1/2/2022,New Mexico,2085109,0,0,350043,5857
1/3/2022,New Mexico,2085109,7437,11,357480,5868
1/4/2022,New Mexico,2085109,1636,31,359116,5899
1/5/2022,New Mexico,2085109,2513,36,361629,5935
1/6/2022,New Mexico,2085109,3232,36,364861,5971
1/7/2022,New Mexico,2085109,4252,14,369113,5985
1/8/2022,New Mexico,2085109,0,0,369113,5985
1/9/2022,New Mexico,2085109,0,0,369113,5985
1/10/2022,New Mexico,2085109,9250,37,378363,6022
1/11/2022,New Mexico,2085109,2932,25,381295,6047
1/12/2022,New Mexico,2085109,6912,28,388207,6075
1/13/2022,New Mexico,2085109,5529,36,393736,6111
1/14/2022,New Mexico,2085109,5203,36,398939,6147
1/15/2022,New Mexico,2085109,0,0,398939,6147
1/16/2022,New Mexico,2085109,0,0,398939,6147
1/17/2022,New Mexico,2085109,0,0,398939,6147
1/18/2022,New Mexico,2085109,21253,32,420192,6179
1/19/2022,New Mexico,2085109,5728,28,425920,6207
1/20/2022,New Mexico,2085109,5967,24,431887,6231
1/21/2022,New Mexico,2085109,6047,30,437934,6261
1/22/2022,New Mexico,2085109,0,0,437934,6261
1/23/2022,New Mexico,2085109,0,0,437934,6261
1/24/2022,New Mexico,2085109,14682,33,452616,6294
1/25/2022,New Mexico,2085109,3331,25,455947,6319
1/26/2022,New Mexico,2085109,4115,40,460062,6359
1/27/2022,New Mexico,2085109,5182,34,465244,6393
1/28/2022,New Mexico,2085109,5269,26,470513,6419
1/29/2022,New Mexico,2085109,0,0,470513,6419
1/30/2022,New Mexico,2085109,0,0,470513,6419
1/31/2022,New Mexico,2085109,9574,37,480087,6456
2/1/2022,New Mexico,2085109,1765,19,481852,6475
2/2/2022,New Mexico,2085109,2602,15,484454,6490
2/3/2022,New Mexico,2085109,3150,28,487604,6518
2/4/2022,New Mexico,2085109,50,0,487654,6518
2/5/2022,New Mexico,2085109,0,0,487654,6518
2/6/2022,New Mexico,2085109,2047,19,489701,6537
2/7/2022,New Mexico,2085109,4667,20,494368,6557
2/8/2022,New Mexico,2085109,1401,6,495769,6563
7/1/2021,Nevada,2890845,543,11,334255,5692
7/2/2021,Nevada,2890845,508,5,334763,5697
7/3/2021,Nevada,2890845,0,0,334763,5697
7/4/2021,Nevada,2890845,0,0,334763,5697
7/5/2021,Nevada,2890845,0,0,334763,5697
7/6/2021,Nevada,2890845,1346,5,336109,5702
7/7/2021,Nevada,2890845,453,3,336562,5705
7/8/2021,Nevada,2890845,697,2,337259,5707
7/9/2021,Nevada,2890845,813,13,338072,5720
7/10/2021,Nevada,2890845,0,0,338072,5720
7/11/2021,Nevada,2890845,0,0,338072,5720
7/12/2021,Nevada,2890845,1673,10,339745,5730
7/13/2021,Nevada,2890845,855,1,340600,5731
7/14/2021,Nevada,2890845,692,6,341292,5737
7/15/2021,Nevada,2890845,938,15,342230,5752
7/16/2021,Nevada,2890845,866,6,343096,5758
7/17/2021,Nevada,2890845,0,0,343096,5758
7/18/2021,Nevada,2890845,0,0,343096,5758
7/19/2021,Nevada,2890845,2067,3,345163,5761
7/20/2021,Nevada,2890845,1004,0,346167,5761
7/21/2021,Nevada,2890845,931,28,347098,5789
7/22/2021,Nevada,2890845,942,8,348040,5797
7/23/2021,Nevada,2890845,1003,20,349043,5817
7/24/2021,Nevada,2890845,0,0,349043,5817
7/25/2021,Nevada,2890845,0,0,349043,5817
7/26/2021,Nevada,2890845,2400,20,351443,5837
