date,State,Population,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased
7/1/2021,Alaska,738432,48,0,68482,402
7/2/2021,Alaska,738432,41,1,68523,403
7/3/2021,Alaska,738432,40,1,68563,404
7/4/2021,Alaska,738432,33,0,68596,404
7/5/2021,Alaska,738432,25,0,68621,404
7/6/2021,Alaska,738432,57,1,68678,405
7/7/2021,Alaska,738432,69,1,68747,406
7/8/2021,Alaska,738432,51,2,68798,408
7/9/2021,Alaska,738432,80,3,68878,411
7/10/2021,Alaska,738432,55,3,68933,414
7/11/2021,Alaska,738432,26,2,68959,416
7/12/2021,Alaska,738432,100,1,69059,417
7/13/2021,Alaska,738432,138,0,69197,417
7/14/2021,Alaska,738432,121,0,69318,417
7/15/2021,Alaska,738432,144,2,69462,419
7/16/2021,Alaska,738432,166,2,69628,421
7/17/2021,Alaska,738432,185,1,69813,422
7/18/2021,Alaska,738432,84,1,69897,423
7/19/2021,Alaska,738432,215,1,70112,424
7/20/2021,Alaska,738432,217,4,70329,428
7/21/2021,Alaska,738432,187,4,70516,432
7/22/2021,Alaska,738432,243,3,70759,435
7/23/2021,Alaska,738432,245,0,71004,435
7/24/2021,Alaska,738432,169,1,71173,436
7/25/2021,Alaska,738432,119,1,71292,437
7/26/2021,Alaska,738432,133,1,71425,438
7/27/2021,Alaska,738432,334,3,71759,441
7/28/2021,Alaska,738432,297,4,72056,445
7/29/2021,Alaska,738432,234,1,72290,446
7/30/2021,Alaska,738432,207,3,72497,449
7/31/2021,Alaska,738432,267,2,72764,451
8/1/2021,Alaska,738432,222,2,72986,453
8/2/2021,Alaska,738432,285,1,73271,454
8/3/2021,Alaska,738432,325,3,73596,457
8/4/2021,Alaska,738432,349,7,73945,464
8/5/2021,Alaska,738432,303,3,74248,467
8/6/2021,Alaska,738432,305,4,74553,471
8/7/2021,Alaska,738432,341,1,74894,472
8/8/2021,Alaska,738432,185,1,75079,473
8/9/2021,Alaska,738432,239,2,75318,475
8/10/2021,Alaska,738432,360,3,75678,478
8/11/2021,Alaska,738432,377,1,76055,479
8/12/2021,Alaska,738432,310,4,76365,483
8/13/2021,Alaska,738432,352,5,76717,488
8/14/2021,Alaska,738432,374,1,77091,489
8/15/2021,Alaska,738432,273,3,77364,492
8/16/2021,Alaska,738432,440,5,77804,497
8/17/2021,Alaska,738432,617,4,78421,501
8/18/2021,Alaska,738432,632,4,79053,505
8/19/2021,Alaska,738432,447,0,79500,505
8/20/2021,Alaska,738432,522,6,80022,511
8/21/2021,Alaska,738432,310,3,80332,514
8/22/2021,Alaska,738432,221,0,80553,514
8/23/2021,Alaska,738432,565,6,81118,520
8/24/2021,Alaska,738432,575,6,81693,526
8/25/2021,Alaska,738432,700,5,82393,531
8/26/2021,Alaska,738432,505,7,82898,538
8/27/2021,Alaska,738432,667,6,83565,544
8/28/2021,Alaska,738432,291,1,83856,545
8/29/2021,Alaska,738432,153,0,84009,545
8/30/2021,Alaska,738432,597,7,84606,552
8/31/2021,Alaska,738432,755,7,85361,559
9/1/2021,Alaska,738432,676,2,86037,561
9/2/2021,Alaska,738432,579,7,86616,568
9/3/2021,Alaska,738432,850,5,87466,573
9/4/2021,Alaska,738432,505,2,87971,575
9/5/2021,Alaska,738432,274,4,88245,579
9/6/2021,Alaska,738432,430,8,88675,587
9/7/2021,Alaska,738432,806,10,89481,597
9/8/2021,Alaska,738432,810,11,90291,608
9/9/2021,Alaska,738432,659,3,90950,611
9/10/2021,Alaska,738432,793,4,91743,615
9/11/2021,Alaska,738432,370,4,92113,619
9/12/2021,Alaska,738432,276,1,92389,620
9/13/2021,Alaska,738432,679,9,93068,629
9/14/2021,Alaska,738432,1070,7,94138,636
9/15/2021,Alaska,738432,1031,9,95169,645
9/16/2021,Alaska,738432,878,12,96047,657
9/17/2021,Alaska,738432,900,5,96947,662
9/18/2021,Alaska,738432,640,8,97587,670
9/19/2021,Alaska,738432,512,4,98099,674
9/20/2021,Alaska,738432,834,6,98933,680
9/21/2021,Alaska,738432,1213,11,100146,691
9/22/2021,Alaska,738432,1274,13,101420,704
9/23/2021,Alaska,738432,1719,13,103139,717
9/24/2021,Alaska,738432,1007,14,104146,731
9/25/2021,Alaska,738432,1286,3,105432,734
9/26/2021,Alaska,738432,1548,7,106980,741
9/27/2021,Alaska,738432,697,5,107677,746
9/28/2021,Alaska,738432,967,8,108644,754
9/29/2021,Alaska,738432,1209,7,109853,761
9/30/2021,Alaska,738432,999,6,110852,767
10/1/2021,Alaska,738432,1044,5,111896,772
10/2/2021,Alaska,738432,774,7,112670,779
10/3/2021,Alaska,738432,404,5,113074,784
10/4/2021,Alaska,738432,834,3,113908,787
10/5/2021,Alaska,738432,851,4,114759,791
10/6/2021,Alaska,738432,834,5,115593,796
10/7/2021,Alaska,738432,809,5,116402,801
10/8/2021,Alaska,738432,898,9,117300,810
10/9/2021,Alaska,738432,1048,5,118348,815
10/10/2021,Alaska,738432,769,10,119117,825
10/11/2021,Alaska,738432,464,6,119581,831
10/12/2021,Alaska,738432,1212,14,120793,845
10/13/2021,Alaska,738432,967,11,121760,856
10/14/2021,Alaska,738432,969,4,122729,860
10/15/2021,Alaska,738432,715,3,123444,863
10/16/2021,Alaska,738432,988,11,124432,874
10/17/2021,Alaska,738432,562,2,124994,876
10/18/2021,Alaska,738432,501,5,125495,881
10/19/2021,Alaska,738432,815,7,126310,888
10/20/2021,Alaska,738432,978,4,127288,892
10/21/2021,Alaska,738432,861,8,128149,900
10/22/2021,Alaska,738432,515,4,128664,904
10/23/2021,Alaska,738432,788,5,129452,909
10/24/2021,Alaska,738432,348,3,129800,912
10/25/2021,Alaska,738432,738,7,130538,919
10/26/2021,Alaska,738432,558,5,131096,924
10/27/2021,Alaska,738432,811,5,131907,929
10/28/2021,Alaska,738432,805,5,132712,934
10/29/2021,Alaska,738432,617,9,133329,943
10/30/2021,Alaska,738432,560,1,133889,944
10/31/2021,Alaska,738432,348,0,134237,944
11/1/2021,Alaska,738432,492,0,134729,944
11/2/2021,Alaska,738432,658,6,135387,950
11/3/2021,Alaska,738432,644,4,136031,954
11/4/2021,Alaska,738432,838,1,136869,955
11/5/2021,Alaska,738432,438,4,137307,959
11/6/2021,Alaska,738432,580,2,137887,961
11/7/2021,Alaska,738432,299,0,138186,961
11/8/2021,Alaska,738432,385,0,138571,961
11/9/2021,Alaska,738432,502,5,139073,966
11/10/2021,Alaska,738432,341,5,139414,971
11/11/2021,Alaska,738432,531,0,139945,971
11/12/2021,Alaska,738432,426,6,140371,977
11/13/2021,Alaska,738432,345,0,140716,977
11/14/2021,Alaska,738432,304,5,141020,982
11/15/2021,Alaska,738432,379,2,141399,984
11/16/2021,Alaska,738432,495,3,141894,987
11/17/2021,Alaska,738432,437,1,142331,988
11/18/2021,Alaska,738432,511,0,142842,988
11/19/2021,Alaska,738432,281,2,143123,990
11/20/2021,Alaska,738432,299,0,143422,990
11/21/2021,Alaska,738432,151,1,143573,991
11/22/2021,Alaska,738432,151,1,143724,992
11/23/2021,Alaska,738432,470,0,144194,992
11/24/2021,Alaska,738432,485,3,144679,995
11/25/2021,Alaska,738432,138,2,144817,997
11/26/2021,Alaska,738432,372,2,145189,999
11/27/2021,Alaska,738432,235,0,145424,999
11/28/2021,Alaska,738432,106,1,145530,1000
11/29/2021,Alaska,738432,183,0,145713,1000
11/30/2021,Alaska,738432,334,0,146047,1000
12/1/2021,Alaska,738432,345,1,146392,1001
12/2/2021,Alaska,738432,311,1,146703,1002
12/3/2021,Alaska,738432,303,0,147006,1002
12/4/2021,Alaska,738432,52,0,147058,1002
12/5/2021,Alaska,738432,194,1,147252,1003
12/6/2021,Alaska,738432,189,1,147441,1004
12/7/2021,Alaska,738432,239,0,147680,1004
12/8/2021,Alaska,738432,224,0,147904,1004
12/9/2021,Alaska,738432,211,2,148115,1006
12/10/2021,Alaska,738432,233,0,148348,1006
12/11/2021,Alaska,738432,126,0,148474,1006
12/12/2021,Alaska,738432,57,0,148531,1006
12/13/2021,Alaska,738432,61,1,148592,1007
12/14/2021,Alaska,738432,279,0,148871,1007
12/15/2021,Alaska,738432,251,2,149122,1009
12/16/2021,Alaska,738432,147,1,149269,1010
12/17/2021,Alaska,738432,176,1,149445,1011
12/18/2021,Alaska,738432,96,0,149541,1011
12/19/2021,Alaska,738432,148,0,149689,1011
12/20/2021,Alaska,738432,115,0,149804,1011
12/21/2021,Alaska,738432,111,0,149915,1011
12/22/2021,Alaska,738432,246,0,150161,1011
12/23/2021,Alaska,738432,292,1,150453,1012
12/24/2021,Alaska,738432,109,1,150562,1013
12/25/2021,Alaska,738432,56,0,150618,1013
12/26/2021,Alaska,738432,88,1,150706,1014
12/27/2021,Alaska,738432,476,0,151182,1014
12/28/2021,Alaska,738432,467,1,151649,1015
12/29/2021,Alaska,738432,559,0,152208,1015
12/30/2021,Alaska,738432,801,1,153009,1016
12/31/2021,Alaska,738432,271,0,153280,1016
1/1/2022,Alaska,738432,900,0,154180,1016
1/2/2022,Alaska,738432,223,0,154403,1016
1/3/2022,Alaska,738432,624,0,155027,1016
1/4/2022,Alaska,738432,888,0,155915,1016
1/5/2022,Alaska,738432,1770,1,157685,1017
1/6/2022,Alaska,738432,1735,0,159420,1017
1/7/2022,Alaska,738432,1620,0,161040,1017
1/8/2022,Alaska,738432,811,0,161851,1017
1/9/2022,Alaska,738432,772,0,162623,1017
1/10/2022,Alaska,738432,1963,0,164586,1017
1/11/2022,Alaska,738432,2394,0,166980,1017
1/12/2022,Alaska,738432,2839,0,169819,1017
1/13/2022,Alaska,738432,2504,0,172323,1017
1/14/2022,Alaska,738432,2609,0,174932,1017
1/15/2022,Alaska,738432,2064,1,176996,1018
1/16/2022,Alaska,738432,1333,0,178329,1018
1/17/2022,Alaska,738432,1283,0,179612,1018
1/18/2022,Alaska,738432,2673,0,182285,1018
1/19/2022,Alaska,738432,10181,64,187655,1027
1/20/2022,Alaska,738432,0,0,187655,1027
1/21/2022,Alaska,738432,6478,0,194133,1027
1/22/2022,Alaska,738432,0,0,194133,1027
1/23/2022,Alaska,738432,0,0,194133,1027
1/24/2022,Alaska,738432,5632,19,199765,1046
1/25/2022,Alaska,738432,0,0,199765,1046
1/26/2022,Alaska,738432,5474,7,205239,1053
1/27/2022,Alaska,738432,0,0,205239,1053
1/28/2022,Alaska,738432,5878,4,211117,1057
1/29/2022,Alaska,738432,0,0,211117,1057
1/30/2022,Alaska,738432,0,0,211117,1057
1/31/2022,Alaska,738432,4526,0,215643,1057
2/1/2022,Alaska,738432,0,0,215643,1057
2/2/2022,Alaska,738432,4124,7,219767,1064
2/3/2022,Alaska,738432,0,0,219767,1064
2/4/2022,Alaska,738432,3806,0,223573,1064
2/5/2022,Alaska,738432,0,0,223573,1064
2/6/2022,Alaska,738432,0,0,223573,1064
2/7/2022,Alaska,738432,3043,0,226616,1064
2/8/2022,Alaska,738432,0,0,226616,1064
7/1/2021,Alabama,5024279,0,0,550983,11352
7/2/2021,Alabama,5024279,315,6,551298,11358
7/3/2021,Alabama,5024279,0,0,551298,11358
7/4/2021,Alabama,5024279,0,0,551298,11358
7/5/2021,Alabama,5024279,0,0,551298,11358
7/6/2021,Alabama,5024279,0,0,551298,11358
7/7/2021,Alabama,5024279,1613,29,552911,11387
7/8/2021,Alabama,5024279,0,0,552911,11387
7/9/2021,Alabama,5024279,1160,11,554071,11398
7/10/2021,Alabama,5024279,534,4,554605,11402
7/11/2021,Alabama,5024279,0,0,554605,11402
7/12/2021,Alabama,5024279,610,0,555215,11402
7/13/2021,Alabama,5024279,0,0,555215,11402
7/14/2021,Alabama,5024279,1398,26,556613,11428
7/15/2021,Alabama,5024279,965,11,557578,11439
7/16/2021,Alabama,5024279,999,3,558577,11442
7/17/2021,Alabama,5024279,901,1,559478,11443
7/18/2021,Alabama,5024279,724,0,560202,11443
7/19/2021,Alabama,5024279,718,0,560920,11443
7/20/2021,Alabama,5024279,1391,17,562311,11460
7/21/2021,Alabama,5024279,1632,2,563943,11462
7/22/2021,Alabama,5024279,1567,6,565510,11468
7/23/2021,Alabama,5024279,1733,4,567243,11472
7/24/2021,Alabama,5024279,1888,11,569131,11483
7/25/2021,Alabama,5024279,1536,0,570667,11483
7/26/2021,Alabama,5024279,1403,0,572070,11483
7/27/2021,Alabama,5024279,2667,9,574737,11492
7/28/2021,Alabama,5024279,2726,18,577463,11510
7/29/2021,Alabama,5024279,2730,6,580193,11516
7/30/2021,Alabama,5024279,0,0,580193,11516
7/31/2021,Alabama,5024279,5414,20,585607,11536
8/1/2021,Alabama,5024279,1798,0,587405,11536
8/2/2021,Alabama,5024279,1705,0,589110,11536
8/3/2021,Alabama,5024279,3307,6,592417,11542
8/4/2021,Alabama,5024279,3399,19,595816,11561
8/5/2021,Alabama,5024279,3817,13,599633,11574
8/6/2021,Alabama,5024279,3685,26,603318,11600
8/7/2021,Alabama,5024279,3891,24,607209,11624
8/8/2021,Alabama,5024279,0,0,607209,11624
8/9/2021,Alabama,5024279,4877,1,612086,11625
8/10/2021,Alabama,5024279,3815,23,615901,11648
8/11/2021,Alabama,5024279,3851,41,619752,11689
8/12/2021,Alabama,5024279,4167,35,623919,11724
8/13/2021,Alabama,5024279,3986,41,627905,11765
8/14/2021,Alabama,5024279,0,0,627905,11765
8/15/2021,Alabama,5024279,6992,33,634897,11798
8/16/2021,Alabama,5024279,2466,1,637363,11799
8/17/2021,Alabama,5024279,4023,33,641386,11832
8/18/2021,Alabama,5024279,4465,40,645851,11872
8/19/2021,Alabama,5024279,3890,42,649741,11914
8/20/2021,Alabama,5024279,3799,28,653540,11942
8/21/2021,Alabama,5024279,6210,58,659750,12000
8/22/2021,Alabama,5024279,3315,0,663065,12000
8/23/2021,Alabama,5024279,2588,0,665653,12000
8/24/2021,Alabama,5024279,0,0,665653,12000
8/25/2021,Alabama,5024279,0,0,665653,12000
8/26/2021,Alabama,5024279,11142,103,676795,12103
8/27/2021,Alabama,5024279,5033,50,681828,12153
8/28/2021,Alabama,5024279,6190,66,688018,12219
8/29/2021,Alabama,5024279,3433,3,691451,12222
8/30/2021,Alabama,5024279,3072,0,694523,12222
8/31/2021,Alabama,5024279,5206,61,699729,12283
9/1/2021,Alabama,5024279,4691,8,704420,12291
9/2/2021,Alabama,5024279,5312,39,709732,12330
9/3/2021,Alabama,5024279,5128,64,714860,12394
9/4/2021,Alabama,5024279,4420,20,719280,12414
9/5/2021,Alabama,5024279,2842,1,722122,12415
9/6/2021,Alabama,5024279,2566,1,724688,12416
9/7/2021,Alabama,5024279,2672,4,727360,12420
9/8/2021,Alabama,5024279,4791,68,732151,12488
9/9/2021,Alabama,5024279,4367,64,736518,12552
9/10/2021,Alabama,5024279,4800,53,741318,12605
9/11/2021,Alabama,5024279,4494,68,745812,12673
9/12/2021,Alabama,5024279,1794,3,747606,12676
9/13/2021,Alabama,5024279,2692,2,750298,12678
9/14/2021,Alabama,5024279,3944,40,754242,12718
9/15/2021,Alabama,5024279,3651,66,757893,12784
9/16/2021,Alabama,5024279,3972,72,761865,12856
9/17/2021,Alabama,5024279,2974,192,764839,13048
9/18/2021,Alabama,5024279,3462,161,768301,13209
9/19/2021,Alabama,5024279,2090,1,770391,13210
9/20/2021,Alabama,5024279,1920,0,772311,13210
9/21/2021,Alabama,5024279,3220,250,775531,13460
9/22/2021,Alabama,5024279,3018,205,778549,13665
9/23/2021,Alabama,5024279,3366,133,781915,13798
9/24/2021,Alabama,5024279,2569,123,784484,13921
9/25/2021,Alabama,5024279,2937,101,787421,14022
9/26/2021,Alabama,5024279,1633,0,789054,14022
9/27/2021,Alabama,5024279,1594,3,790648,14025
9/28/2021,Alabama,5024279,1984,130,792632,14155
9/29/2021,Alabama,5024279,2141,45,794773,14200
9/30/2021,Alabama,5024279,1702,99,796475,14299
10/1/2021,Alabama,5024279,1845,94,798320,14393
10/2/2021,Alabama,5024279,1480,76,799800,14469
10/3/2021,Alabama,5024279,892,1,800692,14470
10/4/2021,Alabama,5024279,736,1,801428,14471
10/5/2021,Alabama,5024279,1549,71,802977,14542
10/6/2021,Alabama,5024279,1272,70,804249,14612
10/7/2021,Alabama,5024279,1262,63,805511,14675
10/8/2021,Alabama,5024279,1049,81,806560,14756
10/9/2021,Alabama,5024279,919,101,807479,14857
10/10/2021,Alabama,5024279,653,1,808132,14858
10/11/2021,Alabama,5024279,467,1,808599,14859
10/12/2021,Alabama,5024279,886,10,809485,14869
10/13/2021,Alabama,5024279,1016,111,810501,14980
10/14/2021,Alabama,5024279,1050,121,811551,15101
10/15/2021,Alabama,5024279,1143,41,812694,15142
10/16/2021,Alabama,5024279,787,37,813481,15179
10/17/2021,Alabama,5024279,544,0,814025,15179
10/18/2021,Alabama,5024279,338,0,814363,15179
10/19/2021,Alabama,5024279,961,84,815324,15263
10/20/2021,Alabama,5024279,665,48,815989,15311
10/21/2021,Alabama,5024279,1065,9,817054,15320
10/22/2021,Alabama,5024279,1598,58,818652,15378
10/23/2021,Alabama,5024279,945,28,819597,15406
10/24/2021,Alabama,5024279,414,1,820011,15407
10/25/2021,Alabama,5024279,301,0,820312,15407
10/26/2021,Alabama,5024279,943,17,821255,15424
10/27/2021,Alabama,5024279,7393,8,828648,15432
10/28/2021,Alabama,5024279,2141,52,830789,15484
10/29/2021,Alabama,5024279,376,48,831165,15532
10/30/2021,Alabama,5024279,488,41,831653,15573
10/31/2021,Alabama,5024279,394,0,832047,15573
11/1/2021,Alabama,5024279,217,0,832264,15573
11/2/2021,Alabama,5024279,745,56,833009,15629
11/3/2021,Alabama,5024279,484,47,833493,15676
11/4/2021,Alabama,5024279,1089,58,834582,15734
11/5/2021,Alabama,5024279,575,52,835157,15786
11/6/2021,Alabama,5024279,583,48,835740,15834
11/7/2021,Alabama,5024279,292,0,836032,15834
11/8/2021,Alabama,5024279,223,0,836255,15834
11/9/2021,Alabama,5024279,995,45,837250,15879
11/10/2021,Alabama,5024279,178,38,837428,15917
11/11/2021,Alabama,5024279,686,17,838114,15934
11/12/2021,Alabama,5024279,722,0,838836,15934
11/13/2021,Alabama,5024279,600,47,839436,15981
11/14/2021,Alabama,5024279,259,0,839695,15981
11/15/2021,Alabama,5024279,258,0,839953,15981
11/16/2021,Alabama,5024279,542,18,840495,15999
11/17/2021,Alabama,5024279,496,26,840991,16025
11/18/2021,Alabama,5024279,492,18,841483,16043
11/19/2021,Alabama,5024279,473,20,841956,16063
11/20/2021,Alabama,5024279,680,10,842636,16073
11/21/2021,Alabama,5024279,272,0,842908,16073
11/22/2021,Alabama,5024279,253,0,843161,16073
11/23/2021,Alabama,5024279,619,13,843780,16086
11/24/2021,Alabama,5024279,416,16,844196,16102
11/25/2021,Alabama,5024279,398,13,844594,16115
11/26/2021,Alabama,5024279,0,0,844594,16115
11/27/2021,Alabama,5024279,357,0,844951,16115
11/28/2021,Alabama,5024279,157,0,845108,16115
11/29/2021,Alabama,5024279,176,1,845284,16116
11/30/2021,Alabama,5024279,477,3,845761,16119
12/1/2021,Alabama,5024279,536,24,846297,16143
12/2/2021,Alabama,5024279,767,14,847064,16157
12/3/2021,Alabama,5024279,595,15,847659,16172
12/4/2021,Alabama,5024279,478,13,848137,16185
12/5/2021,Alabama,5024279,361,0,848498,16185
12/6/2021,Alabama,5024279,281,0,848779,16185
12/7/2021,Alabama,5024279,630,14,849409,16199
12/8/2021,Alabama,5024279,687,4,850096,16203
12/9/2021,Alabama,5024279,549,0,850645,16203
12/10/2021,Alabama,5024279,592,40,851237,16243
12/11/2021,Alabama,5024279,713,22,851950,16265
12/12/2021,Alabama,5024279,330,0,852280,16265
12/13/2021,Alabama,5024279,294,0,852574,16265
12/14/2021,Alabama,5024279,1655,20,854229,16285
12/15/2021,Alabama,5024279,647,19,854876,16304
12/16/2021,Alabama,5024279,816,16,855692,16320
12/17/2021,Alabama,5024279,908,23,856600,16343
12/18/2021,Alabama,5024279,692,10,857292,16353
12/19/2021,Alabama,5024279,552,0,857844,16353
12/20/2021,Alabama,5024279,552,0,858396,16353
12/21/2021,Alabama,5024279,1254,15,859650,16368
12/22/2021,Alabama,5024279,1460,12,861110,16380
12/23/2021,Alabama,5024279,2060,22,863170,16402
12/24/2021,Alabama,5024279,2466,16,865636,16418
12/25/2021,Alabama,5024279,2449,0,868085,16418
12/26/2021,Alabama,5024279,863,0,868948,16418
12/27/2021,Alabama,5024279,1679,0,870627,16418
12/28/2021,Alabama,5024279,3705,18,874332,16436
12/29/2021,Alabama,5024279,5975,18,880307,16454
12/30/2021,Alabama,5024279,8256,1,888563,16455
12/31/2021,Alabama,5024279,8051,0,896614,16455
1/1/2022,Alabama,5024279,0,0,896614,16455
1/2/2022,Alabama,5024279,12927,0,909541,16455
1/3/2022,Alabama,5024279,4062,0,913603,16455
1/4/2022,Alabama,5024279,7572,41,921175,16496
1/5/2022,Alabama,5024279,11075,7,932250,16503
1/6/2022,Alabama,5024279,12626,40,944876,16543
1/7/2022,Alabama,5024279,12972,42,957848,16585
1/8/2022,Alabama,5024279,8332,39,966180,16624
1/9/2022,Alabama,5024279,12452,0,978632,16624
1/10/2022,Alabama,5024279,6250,0,984882,16624
1/11/2022,Alabama,5024279,8536,6,993418,16630
1/12/2022,Alabama,5024279,11204,11,1004622,16641
1/13/2022,Alabama,5024279,0,0,1004622,16641
1/14/2022,Alabama,5024279,0,0,1004622,16641
1/15/2022,Alabama,5024279,0,0,1004622,16641
1/16/2022,Alabama,5024279,51856,93,1056478,16734
1/17/2022,Alabama,5024279,8058,0,1064536,16734
1/18/2022,Alabama,5024279,6728,0,1071264,16734
1/19/2022,Alabama,5024279,17106,22,1088370,16756
1/20/2022,Alabama,5024279,15986,36,1104356,16792
1/21/2022,Alabama,5024279,16525,32,1120881,16824
1/22/2022,Alabama,5024279,16506,2,1137387,16826
1/23/2022,Alabama,5024279,9807,0,1147194,16826
1/24/2022,Alabama,5024279,5955,0,1153149,16826
1/25/2022,Alabama,5024279,0,0,1153149,16826
1/26/2022,Alabama,5024279,0,0,1153149,16826
1/27/2022,Alabama,5024279,0,0,1153149,16826
1/28/2022,Alabama,5024279,0,0,1153149,16826
1/29/2022,Alabama,5024279,53159,260,1206308,17086
1/30/2022,Alabama,5024279,6490,0,1212798,17086
1/31/2022,Alabama,5024279,5459,0,1218257,17086
2/1/2022,Alabama,5024279,5639,60,1223896,17146
2/2/2022,Alabama,5024279,5404,69,1229300,17215
2/3/2022,Alabama,5024279,0,0,1229300,17215
2/4/2022,Alabama,5024279,11196,156,1240496,17371
2/5/2022,Alabama,5024279,1924,0,1242420,17371
2/6/2022,Alabama,5024279,0,0,1242420,17371
2/7/2022,Alabama,5024279,3456,16,1245876,17387
2/8/2022,Alabama,5024279,4507,20,1250383,17407
7/1/2021,Arkansas,2978204,700,0,350085,5909
7/2/2021,Arkansas,2978204,494,4,350579,5913
7/3/2021,Arkansas,2978204,0,0,350579,5913
7/4/2021,Arkansas,2978204,0,0,350579,5913
7/5/2021,Arkansas,2978204,1246,7,351825,5920
7/6/2021,Arkansas,2978204,270,6,352095,5926
7/7/2021,Arkansas,2978204,1000,7,353095,5933
7/8/2021,Arkansas,2978204,1210,11,354305,5944
7/9/2021,Arkansas,2978204,1155,4,355460,5948
7/10/2021,Arkansas,2978204,0,0,355460,5948
7/11/2021,Arkansas,2978204,0,0,355460,5948
7/12/2021,Arkansas,2978204,2013,7,357473,5955
7/13/2021,Arkansas,2978204,1476,15,358949,5970
7/14/2021,Arkansas,2978204,1309,7,360258,5977
7/15/2021,Arkansas,2978204,980,4,361238,5981
7/16/2021,Arkansas,2978204,1342,11,362580,5992
7/17/2021,Arkansas,2978204,0,0,362580,5992
7/18/2021,Arkansas,2978204,0,0,362580,5992
7/19/2021,Arkansas,2978204,2552,15,365132,6007
7/20/2021,Arkansas,2978204,1875,0,367007,6007
7/21/2021,Arkansas,2978204,1459,13,368466,6020
7/22/2021,Arkansas,2978204,1860,15,370326,6035
7/23/2021,Arkansas,2978204,1987,6,372313,6041
7/24/2021,Arkansas,2978204,2015,7,374328,6048
7/25/2021,Arkansas,2978204,1022,6,375350,6054
7/26/2021,Arkansas,2978204,621,23,375971,6077
7/27/2021,Arkansas,2978204,2052,10,378023,6087
7/28/2021,Arkansas,2978204,1703,12,379726,6099
7/29/2021,Arkansas,2978204,2843,11,382569,6110
7/30/2021,Arkansas,2978204,2544,13,385113,6123
7/31/2021,Arkansas,2978204,1339,18,386452,6141
8/1/2021,Arkansas,2978204,1984,16,388436,6157
8/2/2021,Arkansas,2978204,844,42,389280,6199
8/3/2021,Arkansas,2978204,2343,16,391623,6215
8/4/2021,Arkansas,2978204,2838,15,394461,6230
8/5/2021,Arkansas,2978204,2777,17,397238,6247
8/6/2021,Arkansas,2978204,3037,22,400275,6269
8/7/2021,Arkansas,2978204,2633,21,402908,6290
8/8/2021,Arkansas,2978204,1369,11,404277,6301
8/9/2021,Arkansas,2978204,995,21,405272,6322
8/10/2021,Arkansas,2978204,2620,24,407892,6346
8/11/2021,Arkansas,2978204,2940,20,410832,6366
8/12/2021,Arkansas,2978204,2318,30,413150,6396
8/13/2021,Arkansas,2978204,3023,36,416173,6432
8/14/2021,Arkansas,2978204,2117,13,418290,6445
8/15/2021,Arkansas,2978204,1517,22,419807,6467
8/16/2021,Arkansas,2978204,856,31,420663,6498
8/17/2021,Arkansas,2978204,2203,41,422866,6539
8/18/2021,Arkansas,2978204,2685,26,425551,6565
8/19/2021,Arkansas,2978204,3549,16,429100,6581
8/20/2021,Arkansas,2978204,2407,33,431507,6614
8/21/2021,Arkansas,2978204,2520,31,434027,6645
8/22/2021,Arkansas,2978204,1229,29,435256,6674
8/23/2021,Arkansas,2978204,986,30,436242,6704
8/24/2021,Arkansas,2978204,2223,45,438465,6749
8/25/2021,Arkansas,2978204,2781,25,441246,6774
8/26/2021,Arkansas,2978204,2318,32,443564,6806
8/27/2021,Arkansas,2978204,2866,30,446430,6836
8/28/2021,Arkansas,2978204,2166,18,448596,6854
8/29/2021,Arkansas,2978204,787,25,449383,6879
8/30/2021,Arkansas,2978204,882,33,450265,6912
8/31/2021,Arkansas,2978204,2626,22,452891,6934
9/1/2021,Arkansas,2978204,2890,35,455781,6969
9/2/2021,Arkansas,2978204,2453,34,458234,7003
9/3/2021,Arkansas,2978204,2129,19,460363,7022
9/4/2021,Arkansas,2978204,2360,16,462723,7038
9/5/2021,Arkansas,2978204,1072,19,463795,7057
9/6/2021,Arkansas,2978204,937,13,464732,7070
9/7/2021,Arkansas,2978204,583,38,465315,7108
9/8/2021,Arkansas,2978204,2181,34,467496,7142
9/9/2021,Arkansas,2978204,2481,27,469977,7169
9/10/2021,Arkansas,2978204,2159,30,472136,7199
9/11/2021,Arkansas,2978204,1749,33,473885,7232
9/12/2021,Arkansas,2978204,1116,35,475001,7267
9/13/2021,Arkansas,2978204,646,31,475647,7298
9/14/2021,Arkansas,2978204,1544,36,477191,7334
9/15/2021,Arkansas,2978204,1919,28,479110,7362
9/16/2021,Arkansas,2978204,1824,33,480934,7395
9/17/2021,Arkansas,2978204,1809,17,482743,7412
9/18/2021,Arkansas,2978204,1574,23,484317,7435
9/19/2021,Arkansas,2978204,739,10,485056,7445
9/20/2021,Arkansas,2978204,396,37,485452,7482
9/21/2021,Arkansas,2978204,1401,17,486853,7499
9/22/2021,Arkansas,2978204,1463,29,488316,7528
9/23/2021,Arkansas,2978204,1540,20,489856,7548
9/24/2021,Arkansas,2978204,1365,13,491221,7561
9/25/2021,Arkansas,2978204,1012,14,492233,7575
9/26/2021,Arkansas,2978204,417,15,492650,7590
9/27/2021,Arkansas,2978204,470,40,493120,7630
9/28/2021,Arkansas,2978204,800,21,493920,7651
9/29/2021,Arkansas,2978204,1153,19,495073,7670
9/30/2021,Arkansas,2978204,1004,21,496077,7691
